category,week_of_year,mean_sales_units,category_mean_sales_units,seasonal_index
HOBBIES,8,40.40412979351032,39.73168650919972,1.0169246096350555
HOBBIES,9,40.46283185840708,39.73168650919972,1.0184020718334739
HOBBIES,10,39.59646017699115,39.73168650919972,0.9965965116487754
HOBBIES,11,40.369616519174045,39.73168650919972,1.0160559509555833
HOBBIES,12,39.826253687315635,39.73168650919972,1.0023801450787653
HOBBIES,13,39.982300884955755,39.73168650919972,1.0063076702192848
HOBBIES,14,42.06519174041298,39.73168650919972,1.0587315927470873
HOBBIES,15,42.0047197640118,39.73168650919972,1.0572095839497218
HOBBIES,16,39.70796460176991,39.73168650919972,0.9994029473824546
HOBBIES,17,41.87138643067846,39.73168650919972,1.0538537401623589
HOBBIES,18,40.49351032448378,39.73168650919972,1.0191742128818937
HOBBIES,19,40.905014749262534,39.73168650919972,1.0295312971371386
HOBBIES,20,41.028613569321536,39.73168650919972,1.032642134630291
HOBBIES,21,38.50088495575221,39.73168650919972,0.9690221669004028
HOBBIES,22,40.889557522123894,39.73168650919972,1.0291422568396655
HOBBIES,23,42.066902654867256,39.73168650919972,1.058774654459403
HOBBIES,24,40.103008849557526,39.73168650919972,1.00934574826749
HOBBIES,25,40.71893805309735,39.73168650919972,1.0248479647011468
HOBBIES,26,40.24247787610619,39.73168650919972,1.0128560202645362
HOBBIES,27,40.31575221238938,39.73168650919972,1.014700249460954
HOBBIES,28,39.813451327433626,39.73168650919972,1.0020579246797132
HOBBIES,29,40.98053097345133,39.73168650919972,1.0314319520255564
HOBBIES,30,37.688849557522126,39.73168650919972,0.9485841873033861
HOBBIES,31,40.34336283185841,39.73168650919972,1.015395176404532
HOBBIES,32,38.211681415929206,39.73168650919972,0.9617432526324157
HOBBIES,33,38.32212389380531,39.73168650919972,0.9645229604067266
HOBBIES,34,37.74407079646018,39.73168650919972,0.9499740411905415
HOBBIES,35,37.417345132743364,39.73168650919972,0.9417507390248718
HOBBIES,36,36.82407079646018,39.73168650919972,0.9268187190577402
HOBBIES,37,37.66902654867257,39.73168650919972,0.9480852653951765
HOBBIES,38,37.91079646017699,39.73168650919972,0.9541703308113763
HOBBIES,39,38.215575221238936,39.73168650919972,0.9618412551500995
HOBBIES,40,40.87893805309734,39.73168650919972,1.0288749772459818
HOBBIES,41,39.61097345132743,39.73168650919972,0.9969617937601432
HOBBIES,42,40.06371681415929,39.73168650919972,1.00835681377086
HOBBIES,43,40.86230088495575,39.73168650919972,1.0284562392158774
HOBBIES,44,42.44849557522124,39.73168650919972,1.0683789011924387
HOBBIES,45,39.892035398230085,39.73168650919972,1.0040357936729727
HOBBIES,46,39.483893805309734,39.73168650919972,0.9937633479557277
HOBBIES,47,38.563185840707966,39.73168650919972,0.9705902071833474
HOBBIES,48,37.4141592920354,39.73168650919972,0.9416705551467667
HOBBIES,49,42.44283185840708,39.73168650919972,1.0682363520758076
HOBBIES,50,40.018761061946904,39.73168650919972,1.0072253301575989
HOBBIES,51,40.173097345132746,39.73168650919972,1.0111097935858027
HOBBIES,52,34.592566371681414,39.73168650919972,0.8706543671049967
HOBBIES,53,47.63362831858407,39.73168650919972,1.1988826174684202
HOUSEHOLD,1,50.25558739255014,50.724200009619814,0.9907615572649583
HOUSEHOLD,2,46.03457497612225,50.724200009619814,0.9075465944734825
HOUSEHOLD,3,48.71652340019102,50.724200009619814,0.9604197481863087
HOUSEHOLD,4,42.4582935370901,50.724200009619814,0.8370421520504594
HOUSEHOLD,5,48.05651066539318,50.724200009619814,0.9474079562867289
HOUSEHOLD,6,50.83874562241324,50.724200009619814,1.0022582044225774
HOUSEHOLD,7,52.76329194524037,50.724200009619814,1.0401995878739112
HOUSEHOLD,8,52.90974212034384,50.724200009619814,1.043086773380547
HOUSEHOLD,9,54.22636103151862,50.724200009619814,1.069043198734226
HOUSEHOLD,10,51.3740846864056,50.724200009619814,1.0128121227473776
HOUSEHOLD,11,52.51384909264566,50.724200009619814,1.0352819577772825
HOUSEHOLD,12,50.113339700732254,50.724200009619814,0.9879572214293826
HOUSEHOLD,13,50.73336517032792,50.724200009619814,1.0001806861558462
HOUSEHOLD,14,53.291626870423435,50.724200009619814,1.0506154234136114
HOUSEHOLD,15,51.48694683221904,50.724200009619814,1.015037138534557
HOUSEHOLD,16,49.93155046163642,50.724200009619814,0.984373345507015
HOUSEHOLD,17,49.81200254695957,50.724200009619814,0.9820165234249678
HOUSEHOLD,18,50.98583253740847,50.724200009619814,1.005157942909677
HOUSEHOLD,19,49.213148678764725,50.724200009619814,0.9702104452989201
HOUSEHOLD,20,50.97500795924865,50.724200009619814,1.0049445422417953
HOUSEHOLD,21,45.19293218720153,50.724200009619814,0.8909540648966512
HOUSEHOLD,22,50.91957975167144,50.724200009619814,1.003851805292436
HOUSEHOLD,23,50.46590257879656,50.724200009619814,0.9949078067120967
HOUSEHOLD,24,49.18223495702006,50.724200009619814,0.9696009980974106
HOUSEHOLD,25,50.06704871060172,50.724200009619814,0.9870446197496763
HOUSEHOLD,26,49.5090735434575,50.724200009619814,0.976044442969394
HOUSEHOLD,27,52.826552053486154,50.724200009619814,1.0414467264829732
HOUSEHOLD,28,51.377650429799424,50.724200009619814,1.012882419437974
HOUSEHOLD,29,51.22559694364852,50.724200009619814,1.0098847677032583
HOUSEHOLD,30,49.88748806112703,50.724200009619814,0.9835046792589316
HOUSEHOLD,31,54.05539637058261,50.724200009619814,1.0656727234797403
HOUSEHOLD,32,53.51117478510029,50.724200009619814,1.0549436910774723
HOUSEHOLD,33,54.148806112702964,50.724200009619814,1.0675142457137554
HOUSEHOLD,34,54.147468958930276,50.724200009619814,1.0674878844547817
HOUSEHOLD,35,53.92263610315186,50.724200009619814,1.0630554270530725
HOUSEHOLD,36,56.27831900668577,50.724200009619814,1.1094964335763329
HOUSEHOLD,37,54.28481375358166,50.724200009619814,1.0701955623407875
HOUSEHOLD,38,53.72282712511939,50.724200009619814,1.0591163017835843
HOUSEHOLD,39,52.489016236867236,50.724200009619814,1.0347923915392008
HOUSEHOLD,40,56.073543457497614,50.724200009619814,1.1054593950592282
HOUSEHOLD,41,53.17994269340974,50.724200009619814,1.04841363064029
HOUSEHOLD,42,51.17516714422158,50.724200009619814,1.0088905716505385
HOUSEHOLD,43,49.563514804202484,50.724200009619814,0.9771177227990346
HOUSEHOLD,44,52.19121298949379,50.724200009619814,1.0289213625763591
HOUSEHOLD,45,51.72015281757402,50.724200009619814,1.0196346676293628
HOUSEHOLD,46,48.36981852913085,50.724200009619814,0.9535846503238601
HOUSEHOLD,47,47.09512893982808,50.724200009619814,0.9284548387337113
HOUSEHOLD,48,46.42464183381089,50.724200009619814,0.9152365503055048
HOUSEHOLD,49,50.3694364851958,50.724200009619814,0.9930060301718562
HOUSEHOLD,50,45.86265520534862,50.724200009619814,0.9041572897483015
HOUSEHOLD,51,44.83992359121299,50.724200009619814,0.8839946925276125
HOUSEHOLD,52,44.25520534861509,50.724200009619814,0.8724672905678575
HOUSEHOLD,53,64.51766953199618,50.724200009619814,1.2719307454777096
