category,week_of_year,mean_sales_units,category_mean_sales_units,seasonal_index
HOBBIES,37,21283.0,22448.40287769784,0.9480852653951765
HOBBIES,38,21419.6,22448.40287769784,0.9541703308113761
HOBBIES,39,21591.8,22448.40287769784,0.9618412551500995
HOBBIES,40,23096.6,22448.40287769784,1.0288749772459818
HOBBIES,41,22380.2,22448.40287769784,0.9969617937601433
HOBBIES,42,22636.0,22448.40287769784,1.00835681377086
HOBBIES,43,23087.2,22448.40287769784,1.0284562392158774
HOBBIES,44,23983.4,22448.40287769784,1.068378901192439
HOBBIES,45,22539.0,22448.40287769784,1.004035793672973
HOBBIES,46,22308.4,22448.40287769784,0.9937633479557278
HOBBIES,47,21788.2,22448.40287769784,0.9705902071833474
HOBBIES,48,21139.0,22448.40287769784,0.9416705551467667
HOBBIES,49,23980.2,22448.40287769784,1.0682363520758076
HOBBIES,50,22610.6,22448.40287769784,1.0072253301575989
HOBBIES,51,22697.8,22448.40287769784,1.0111097935858024
HOBBIES,52,19544.8,22448.40287769784,0.8706543671049967
HOBBIES,53,26913.0,22448.40287769784,1.19888261746842
HOUSEHOLD,1,52617.6,53108.23741007194,0.9907615572649585
HOUSEHOLD,2,48198.2,53108.23741007194,0.9075465944734826
HOUSEHOLD,3,51006.2,53108.23741007194,0.9604197481863088
HOUSEHOLD,4,44453.833333333336,53108.23741007194,0.8370421520504595
HOUSEHOLD,5,50315.166666666664,53108.23741007194,0.947407956286729
HOUSEHOLD,6,53228.166666666664,53108.23741007194,1.0022582044225776
HOUSEHOLD,7,55243.166666666664,53108.23741007194,1.0401995878739112
HOUSEHOLD,8,55396.5,53108.23741007194,1.0430867733805471
HOUSEHOLD,9,56775.0,53108.23741007194,1.0690431987342262
HOUSEHOLD,10,53788.666666666664,53108.23741007194,1.0128121227473779
HOUSEHOLD,11,54982.0,53108.23741007194,1.0352819577772827
HOUSEHOLD,12,52468.666666666664,53108.23741007194,0.9879572214293826
HOUSEHOLD,13,53117.833333333336,53108.23741007194,1.0001806861558462
HOUSEHOLD,14,55796.333333333336,53108.23741007194,1.0506154234136116
HOUSEHOLD,15,53906.833333333336,53108.23741007194,1.0150371385345571
HOUSEHOLD,16,52278.333333333336,53108.23741007194,0.9843733455070152
HOUSEHOLD,17,52153.166666666664,53108.23741007194,0.9820165234249678
HOUSEHOLD,18,53382.166666666664,53108.23741007194,1.005157942909677
HOUSEHOLD,19,51526.166666666664,53108.23741007194,0.9702104452989201
HOUSEHOLD,20,53370.833333333336,53108.23741007194,1.0049445422417953
HOUSEHOLD,21,47317.0,53108.23741007194,0.8909540648966513
HOUSEHOLD,22,53312.8,53108.23741007194,1.0038518052924361
HOUSEHOLD,23,52837.8,53108.23741007194,0.9949078067120969
HOUSEHOLD,24,51493.8,53108.23741007194,0.9696009980974108
HOUSEHOLD,25,52420.2,53108.23741007194,0.9870446197496764
HOUSEHOLD,26,51836.0,53108.23741007194,0.9760444429693941
HOUSEHOLD,27,55309.4,53108.23741007194,1.0414467264829732
HOUSEHOLD,28,53792.4,53108.23741007194,1.0128824194379742
HOUSEHOLD,29,53633.2,53108.23741007194,1.0098847677032583
HOUSEHOLD,30,52232.2,53108.23741007194,0.9835046792589317
HOUSEHOLD,31,56596.0,53108.23741007194,1.0656727234797405
HOUSEHOLD,32,56026.2,53108.23741007194,1.0549436910774725
HOUSEHOLD,33,56693.8,53108.23741007194,1.0675142457137556
HOUSEHOLD,34,56692.4,53108.23741007194,1.067487884454782
HOUSEHOLD,35,56457.0,53108.23741007194,1.0630554270530728
HOUSEHOLD,36,58923.4,53108.23741007194,1.1094964335763329
HOUSEHOLD,37,56836.2,53108.23741007194,1.0701955623407877
HOUSEHOLD,38,56247.8,53108.23741007194,1.0591163017835845
HOUSEHOLD,39,54956.0,53108.23741007194,1.034792391539201
HOUSEHOLD,40,58709.0,53108.23741007194,1.1054593950592282
HOUSEHOLD,41,55679.4,53108.23741007194,1.0484136306402903
HOUSEHOLD,42,53580.4,53108.23741007194,1.0088905716505387
HOUSEHOLD,43,51893.0,53108.23741007194,0.9771177227990347
HOUSEHOLD,44,54644.2,53108.23741007194,1.0289213625763594
HOUSEHOLD,45,54151.0,53108.23741007194,1.0196346676293628
HOUSEHOLD,46,50643.2,53108.23741007194,0.9535846503238601
HOUSEHOLD,47,49308.6,53108.23741007194,0.9284548387337114
HOUSEHOLD,48,48606.6,53108.23741007194,0.9152365503055048
HOUSEHOLD,49,52736.8,53108.23741007194,0.9930060301718563
HOUSEHOLD,50,48018.2,53108.23741007194,0.9041572897483015
HOUSEHOLD,51,46947.4,53108.23741007194,0.8839946925276126
HOUSEHOLD,52,46335.2,53108.23741007194,0.8724672905678575
HOUSEHOLD,53,67550.0,53108.23741007194,1.2719307454777098
