series_id,start_date,end_date,history_weeks,total_sales_units,mean_sales_units,median_sales_units,std_sales_units,zero_share,missing_share,outlier_share,category,segment_label,short_history,high_zero_share,variance,high_variance,expected_weeks,grid_coverage,weekly_grid_complete,coefficient_of_variation,trend_strength
FOODS_1_012,2011-01-24,2016-05-16,278,86633,311.6294964028777,361.0,132.68991870389277,0.05755395683453238,0.0,0.0,FOODS,medium_noise,False,False,17606.61452564567,False,278,1.0,True,0.42579383606341914,2.842000749550587
FOODS_1_013,2011-01-24,2016-05-16,278,24797,89.1978417266187,93.0,41.55364560381863,0.07553956834532374,0.0,0.0035971223021582736,FOODS,medium_noise,False,False,1726.7054629677552,False,278,1.0,True,0.465859316766608,0.20077471781857834
FOODS_1_014,2011-01-24,2016-05-16,278,13857,49.84532374100719,61.0,34.76645353041121,0.2697841726618705,0.0,0.0,FOODS,medium_noise,False,False,1208.7062910822424,False,278,1.0,True,0.6974867634736464,2.4436450706106987
FOODS_1_015,2011-01-24,2016-05-16,278,12746,45.84892086330935,43.0,52.58811224217101,0.16546762589928057,0.0,0.017985611510791366,FOODS,medium_noise,False,False,2765.509549195176,True,278,1.0,True,1.1469869138022548,0.45647729638246615
FOODS_1_016,2011-01-24,2016-05-16,278,13896,49.985611510791365,49.5,14.594758895438547,0.0,0.0,0.0035971223021582736,FOODS,stable,False,False,213.0069872159826,False,278,1.0,True,0.2919792007003394,1.0072037020768068
FOODS_1_017,2011-01-24,2016-05-16,278,7748,27.8705035971223,32.0,25.475855273271268,0.37410071942446044,0.0,0.0,FOODS,medium_noise,False,False,649.0192019046634,False,278,1.0,True,0.9140794741829392,1.8880133135637671
FOODS_1_018,2011-01-24,2016-05-16,278,136292,490.2589928057554,487.0,152.21706094308558,0.0,0.0,0.0,FOODS,medium_noise,False,False,23170.03364215103,False,278,1.0,True,0.310482955288482,1.263840529574742
FOODS_1_019,2011-01-24,2016-05-16,278,65346,235.05755395683454,267.0,161.2995457220261,0.046762589928057555,0.0,0.0,FOODS,medium_noise,False,False,26017.543450131983,False,278,1.0,True,0.6862129848915504,2.020396620728483
FOODS_1_020,2011-01-24,2016-05-16,278,17208,61.89928057553957,67.0,32.73686127003265,0.11510791366906475,0.0,0.0,FOODS,medium_noise,False,False,1071.7020858133637,False,278,1.0,True,0.5288730493415316,0.940912774244666
FOODS_1_021,2011-01-24,2016-05-16,278,27996,100.70503597122303,100.0,92.01371912390617,0.38489208633093525,0.0,0.0,FOODS,medium_noise,False,False,8466.524507013097,False,278,1.0,True,0.91369531063173,2.2633455409303003
FOODS_1_022,2011-01-24,2016-05-16,278,3081,11.082733812949641,11.0,11.515253743850351,0.44964028776978415,0.0,0.0,FOODS,intermittent,False,True,132.60106878525954,True,278,1.0,True,1.0390264656898403,2.6873720221093658
FOODS_1_023,2011-01-24,2016-05-16,278,31165,112.10431654676259,129.5,59.00920470875904,0.05755395683453238,0.0,0.0,FOODS,medium_noise,False,False,3482.08624036023,False,278,1.0,True,0.5263776322488373,2.5745023370392097
FOODS_1_024,2011-01-24,2016-05-16,278,21530,77.44604316546763,74.0,28.813384345421586,0.01079136690647482,0.0,0.02158273381294964,FOODS,medium_noise,False,False,830.2111174369857,False,278,1.0,True,0.3720446283338226,1.0940132244887355
FOODS_1_025,2011-01-24,2016-05-16,278,9503,34.18345323741007,35.5,30.336224036530584,0.34532374100719426,0.0,0.01079136690647482,FOODS,medium_noise,False,False,920.2864887945759,False,278,1.0,True,0.8874534654483324,1.7459410075590518
FOODS_1_026,2011-01-24,2016-05-16,278,9738,35.02877697841727,39.0,19.5517915593553,0.10431654676258993,0.0,0.0,FOODS,medium_noise,False,False,382.27255318047725,False,278,1.0,True,0.5581636941364524,0.23919454090092293
FOODS_1_027,2011-01-24,2016-05-16,278,37226,133.9064748201439,118.0,128.77200263688016,0.34172661870503596,0.0,0.007194244604316547,FOODS,medium_noise,False,False,16582.228663112674,False,278,1.0,True,0.9616562814444926,1.3739095349399617
FOODS_1_028,2011-01-24,2016-05-16,278,14601,52.52158273381295,7.5,72.82538914396389,0.4568345323741007,0.0,0.03237410071942446,FOODS,intermittent,False,True,5303.537303969773,True,278,1.0,True,1.386580246696936,1.5539023288192566
FOODS_1_029,2011-01-24,2016-05-16,278,4691,16.87410071942446,16.0,9.341751550593768,0.03237410071942446,0.0,0.01079136690647482,FOODS,medium_noise,False,False,87.26832203302106,False,278,1.0,True,0.5536147795917858,0.5969677608993817
FOODS_1_030,2011-01-24,2016-05-16,278,7789,28.01798561151079,26.0,30.575352729010177,0.12589928057553956,0.0,0.017985611510791366,FOODS,medium_noise,False,False,934.85219450339,True,278,1.0,True,1.0912759094447078,0.5568629146037041
FOODS_1_031,2011-01-24,2016-05-16,278,20238,72.79856115107914,81.0,32.63558984526584,0.07553956834532374,0.0,0.0,FOODS,medium_noise,False,False,1065.0817245484188,False,278,1.0,True,0.4482999296859326,0.13592071313873672
FOODS_1_032,2011-01-24,2016-05-16,278,127861,459.931654676259,479.0,294.9565978402454,0.14388489208633093,0.0,0.0,FOODS,medium_noise,False,False,86999.39460949226,False,278,1.0,True,0.6413052783850293,1.075048275344757
FOODS_1_033,2011-01-24,2016-05-16,278,2678,9.633093525179856,8.0,9.668716806004108,0.26258992805755393,0.0,0.02158273381294964,FOODS,medium_noise,False,False,93.48408467470627,True,278,1.0,True,1.0036980104813824,2.1687854477187756
FOODS_1_034,2011-01-24,2016-05-16,278,6492,23.35251798561151,21.0,13.23547843272776,0.039568345323741004,0.0,0.01079136690647482,FOODS,medium_noise,False,False,175.17788934320168,False,278,1.0,True,0.566768793021922,2.4469675495189476
FOODS_1_035,2011-01-24,2016-05-16,278,9226,33.18705035971223,32.0,28.850163234161286,0.16906474820143885,0.0,0.0,FOODS,medium_noise,False,False,832.3319186377515,False,278,1.0,True,0.8693198980161324,1.0568062843643606
FOODS_1_036,2011-01-24,2016-05-16,278,25731,92.55755395683454,90.0,36.88932402620571,0.02158273381294964,0.0,0.017985611510791366,FOODS,medium_noise,False,False,1360.822227110398,False,278,1.0,True,0.398555519773238,0.1978120989254062
FOODS_1_037,2011-01-24,2016-05-16,278,18103,65.11870503597122,57.0,77.87370061351862,0.1223021582733813,0.0,0.02158273381294964,FOODS,medium_noise,False,False,6064.313247243931,True,278,1.0,True,1.1958729918001536,0.48563075743675044
FOODS_1_038,2011-01-24,2016-05-16,278,12307,44.26978417266187,45.0,20.379384260352822,0.06115107913669065,0.0,0.0035971223021582736,FOODS,medium_noise,False,False,415.3193028311164,False,278,1.0,True,0.46034523640026687,1.439862135729934
FOODS_1_039,2011-01-24,2016-05-16,278,4731,17.01798561151079,18.0,13.201388371495051,0.2733812949640288,0.0,0.0,FOODS,medium_noise,False,False,174.27665493504477,False,278,1.0,True,0.7757315508931778,1.6125865752248651
FOODS_1_040,2011-01-24,2016-05-16,278,26387,94.91726618705036,98.0,41.23511709374547,0.039568345323741004,0.0,0.0,FOODS,medium_noise,False,False,1700.3348817349,False,278,1.0,True,0.43443220343582983,1.3336140543123554
FOODS_1_041,2011-01-24,2016-05-16,278,14930,53.70503597122302,64.0,38.64028040274841,0.11151079136690648,0.0,0.0,FOODS,medium_noise,False,False,1493.0712696030228,False,278,1.0,True,0.7194908206271975,0.053027275168160144
FOODS_1_042,2011-01-24,2016-05-16,278,47236,169.9136690647482,208.5,114.16288892998513,0.26618705035971224,0.0,0.0,FOODS,medium_noise,False,False,13033.16520884012,False,278,1.0,True,0.6718876095041042,2.7022518264276347
FOODS_1_043,2011-01-24,2016-05-16,278,132220,475.6115107913669,528.5,310.63671003746055,0.20503597122302158,0.0,0.0035971223021582736,FOODS,medium_noise,False,False,96495.16562289736,False,278,1.0,True,0.6531311858297839,0.7688842648373069
FOODS_1_044,2011-01-24,2016-05-16,278,28620,102.94964028776978,88.0,92.76033353911505,0.06474820143884892,0.0,0.025179856115107913,FOODS,medium_noise,False,False,8604.479478287873,False,278,1.0,True,0.9010263006245278,1.819301098962039
FOODS_1_045,2011-01-24,2016-05-16,278,28761,103.4568345323741,111.0,40.34335467259518,0.04316546762589928,0.0,0.0,FOODS,medium_noise,False,False,1627.5862662388074,False,278,1.0,True,0.3899534994952005,0.8565483608360306
FOODS_1_046,2011-01-24,2016-05-16,278,127854,459.9064748201439,440.5,183.82474810435795,0.0,0.0,0.01079136690647482,FOODS,medium_noise,False,False,33791.53801563066,False,278,1.0,True,0.399700282924363,0.9475939506582491
FOODS_1_047,2011-01-24,2016-05-16,278,20006,71.96402877697842,74.0,35.305533850369734,0.04316546762589928,0.0,0.0,FOODS,medium_noise,False,False,1246.4807204596034,False,278,1.0,True,0.49059974059795985,1.4632956885290325
FOODS_1_048,2011-01-24,2016-05-16,278,8192,29.467625899280577,33.0,15.733528401041504,0.1474820143884892,0.0,0.0,FOODS,medium_noise,False,False,247.5439159463796,False,278,1.0,True,0.5339258905626877,1.80080785965822
FOODS_1_049,2011-01-24,2016-05-16,278,11902,42.81294964028777,46.0,26.629909172256742,0.17266187050359713,0.0,0.0,FOODS,medium_noise,False,False,709.1520625226437,False,278,1.0,True,0.6220059443696332,1.5824595995753712
FOODS_1_050,2011-01-24,2016-05-16,278,5224,18.79136690647482,20.0,11.798960337167063,0.1474820143884892,0.0,0.0,FOODS,medium_noise,False,False,139.21546503804151,False,278,1.0,True,0.6278926059977878,2.753465017665236
FOODS_1_051,2011-01-24,2016-05-16,278,13010,46.798561151079134,59.0,33.42965982781002,0.2733812949640288,0.0,0.0,FOODS,medium_noise,False,False,1117.5421562030951,False,278,1.0,True,0.7143309325235346,3.017919103141254
FOODS_1_052,2011-01-24,2016-05-16,278,13212,47.52517985611511,54.0,33.96566843390391,0.26618705035971224,0.0,0.0,FOODS,medium_noise,False,False,1153.6666321618964,False,278,1.0,True,0.714687846247751,2.4031280339634757
FOODS_1_053,2011-01-24,2016-05-16,278,7479,26.902877697841728,26.0,8.485785341966544,0.0,0.0,0.0,FOODS,medium_noise,False,False,72.00855286993426,False,278,1.0,True,0.31542296096626543,1.3626662570907915
FOODS_1_054,2011-01-24,2016-05-16,278,23008,82.76258992805755,79.0,24.63856214090849,0.0,0.0,0.014388489208633094,FOODS,stable,False,False,607.0587443714093,False,278,1.0,True,0.2977016809445654,1.6898130514888439
FOODS_1_055,2011-01-24,2016-05-16,278,58142,209.14388489208633,198.5,186.61024134499067,0.0683453237410072,0.0,0.025179856115107913,FOODS,medium_noise,False,False,34823.382174835664,False,278,1.0,True,0.8922576982888,0.10143976985171507
FOODS_1_056,2011-01-24,2016-05-16,278,3248,11.683453237410072,0.0,17.686330115861736,0.6474820143884892,0.0,0.01079136690647482,FOODS,intermittent,False,True,312.80627296723776,True,278,1.0,True,1.513793033315752,1.9796427942095454
FOODS_1_057,2011-01-24,2016-05-16,278,3951,14.212230215827338,0.0,20.494294557623263,0.5971223021582733,0.0,0.01079136690647482,FOODS,intermittent,False,True,420.01610941462656,True,278,1.0,True,1.4420181946391464,1.894913014355326
FOODS_1_058,2011-01-24,2016-05-16,278,55064,198.07194244604315,205.5,138.51333677509984,0.20503597122302158,0.0,0.0,FOODS,medium_noise,False,False,19185.944464572225,False,278,1.0,True,0.6993082163206044,0.4071416602473398
FOODS_1_059,2011-01-24,2016-05-16,278,10925,39.298561151079134,49.0,38.52786618474812,0.44244604316546765,0.0,0.0,FOODS,intermittent,False,True,1484.3964727498576,False,278,1.0,True,0.9803887230535449,3.1289217212932092
FOODS_1_060,2011-01-24,2016-05-16,278,3477,12.507194244604317,0.0,17.290314751735075,0.6115107913669064,0.0,0.014388489208633094,FOODS,intermittent,False,True,298.95498421406757,True,278,1.0,True,1.382429537239675,2.71470837936645
FOODS_1_061,2011-01-24,2016-05-16,278,40852,146.9496402877698,146.0,56.07848094456966,0.046762589928057555,0.0,0.0,FOODS,medium_noise,False,False,3144.796025050463,False,278,1.0,True,0.3816170004550662,1.7358621593153027
FOODS_1_062,2011-01-24,2016-05-16,278,10955,39.406474820143885,37.0,14.451739128288324,0.0,0.0,0.025179856115107913,FOODS,medium_noise,False,False,208.85276383209978,False,278,1.0,True,0.3667351417310958,0.9890589648147493
FOODS_1_063,2011-01-24,2016-05-16,278,18881,67.91726618705036,66.0,21.234990223507374,0.0,0.0,0.007194244604316547,FOODS,medium_noise,False,False,450.92480979245374,False,278,1.0,True,0.3126596727999073,1.7762935469429244
FOODS_1_064,2011-01-24,2016-05-16,278,11559,41.57913669064748,40.5,13.576820994601245,0.0,0.0,0.014388489208633094,FOODS,medium_noise,False,False,184.33006831944513,False,278,1.0,True,0.32652965105105514,1.0086733175105562
FOODS_1_065,2011-01-24,2016-05-16,278,11775,42.356115107913666,46.0,23.132846295113985,0.09352517985611511,0.0,0.0,FOODS,medium_noise,False,False,535.1285777133688,False,278,1.0,True,0.5461512755874045,1.1535104378751169
FOODS_1_066,2011-01-24,2016-05-16,278,17002,61.15827338129496,59.5,16.37916688388499,0.0,0.0,0.01079136690647482,FOODS,stable,False,False,268.27710781015475,False,278,1.0,True,0.26781604480178967,0.6928886186987829
FOODS_1_067,2011-01-24,2016-05-16,278,53190,191.33093525179856,196.0,81.95483828200956,0.06115107913669065,0.0,0.007194244604316547,FOODS,medium_noise,False,False,6716.59551783034,False,278,1.0,True,0.42834076033838425,0.45499736742819147
FOODS_1_068,2011-01-24,2016-05-16,278,5038,18.12230215827338,12.0,21.601012643347367,0.4712230215827338,0.0,0.01079136690647482,FOODS,intermittent,False,True,466.60374721805283,True,278,1.0,True,1.1919574265284971,1.982555243688913
FOODS_1_069,2011-01-24,2016-05-16,278,17496,62.935251798561154,74.0,47.070467399374635,0.20503597122302158,0.0,0.0,FOODS,medium_noise,False,False,2215.62890119559,False,278,1.0,True,0.7479189493041922,0.10108674596427035
FOODS_1_070,2011-01-24,2016-05-16,278,9098,32.726618705035975,32.0,32.51536565494471,0.38848920863309355,0.0,0.007194244604316547,FOODS,medium_noise,False,False,1057.2490036747581,False,278,1.0,True,0.9935449166931885,1.9069221204081581
FOODS_1_071,2011-01-24,2016-05-16,278,10694,38.46762589928058,41.0,37.133591641216114,0.38489208633093525,0.0,0.01079136690647482,FOODS,medium_noise,False,False,1378.9036281765955,False,278,1.0,True,0.9653205981165214,2.784428500916188
FOODS_1_072,2011-01-24,2016-05-16,278,7891,28.384892086330936,28.0,19.276277640265864,0.1618705035971223,0.0,0.0035971223021582736,FOODS,medium_noise,False,False,371.57487966461366,False,278,1.0,True,0.6791034322638335,0.2542006704639968
FOODS_1_073,2011-01-24,2016-05-16,278,12118,43.589928057553955,45.0,21.97654503441113,0.06115107913669065,0.0,0.0,FOODS,medium_noise,False,False,482.96853164950056,False,278,1.0,True,0.5041656642652497,0.41220354767442213
FOODS_1_074,2011-01-24,2016-05-16,278,20440,73.5251798561151,90.0,54.38377230126514,0.16906474820143885,0.0,0.0,FOODS,medium_noise,False,False,2957.5946897158533,False,278,1.0,True,0.7396618737647608,0.0018644087225157052
FOODS_1_075,2011-01-24,2016-05-16,278,10818,38.9136690647482,34.0,36.79839729353027,0.09352517985611511,0.0,0.025179856115107913,FOODS,medium_noise,False,False,1354.1220433724961,False,278,1.0,True,0.9456419345166774,0.5265054965983725
FOODS_1_076,2011-01-24,2016-05-16,278,14456,52.0,52.0,14.860986537350383,0.0,0.0,0.0,FOODS,stable,False,False,220.84892086330936,False,278,1.0,True,0.2857882026413535,2.2911452176452354
FOODS_1_077,2011-01-24,2016-05-16,278,2765,9.946043165467627,10.0,8.385537105331974,0.2841726618705036,0.0,0.007194244604316547,FOODS,medium_noise,False,False,70.31723254489933,False,278,1.0,True,0.8431028265035402,1.4009547738723778
FOODS_1_078,2011-01-24,2016-05-16,278,5129,18.449640287769785,3.5,20.82133615882882,0.46402877697841727,0.0,0.007194244604316547,FOODS,intermittent,False,True,433.5280394389525,True,278,1.0,True,1.1285497079653757,2.135995619655617
FOODS_1_079,2011-01-24,2016-05-16,278,1734,6.237410071942446,6.0,3.808515135440185,0.06115107913669065,0.0,0.01079136690647482,FOODS,medium_noise,False,False,14.504787536876973,False,278,1.0,True,0.6105923919563849,1.1438454282417214
FOODS_1_080,2011-01-24,2016-05-16,278,10926,39.302158273381295,40.0,12.955737972844029,0.0,0.0,0.0,FOODS,medium_noise,False,False,167.8511464209927,False,278,1.0,True,0.3296444404585978,0.4712110761605892
FOODS_1_081,2011-01-24,2016-05-16,278,14147,50.888489208633096,56.0,24.48384749921857,0.05755395683453238,0.0,0.0,FOODS,medium_noise,False,False,599.4587883649914,False,278,1.0,True,0.4811274195789045,2.2262546132056844
FOODS_1_082,2011-01-24,2016-05-16,278,69360,249.49640287769785,317.5,218.2033199472033,0.39928057553956836,0.0,0.0,FOODS,medium_noise,False,False,47612.68883598158,False,278,1.0,True,0.8745750136292174,2.642964825329383
FOODS_1_083,2011-01-24,2016-05-16,278,35318,127.0431654676259,129.0,58.23975137601059,0.06474820143884892,0.0,0.01079136690647482,FOODS,medium_noise,False,False,3391.8686403395272,False,278,1.0,True,0.45842490748431236,0.19460989781356
FOODS_1_084,2011-01-24,2016-05-16,278,2163,7.780575539568345,6.0,7.432094292192126,0.0539568345323741,0.0,0.02877697841726619,FOODS,medium_noise,False,False,55.236025568034776,False,278,1.0,True,0.955211379209159,2.435048726651536
FOODS_1_085,2011-01-24,2016-05-16,278,151147,543.6942446043165,536.0,148.56194370684088,0.0,0.0,0.014388489208633094,FOODS,stable,False,False,22070.651117954556,False,278,1.0,True,0.2732453859520981,0.5644304072079055
FOODS_1_086,2011-01-24,2016-05-16,278,48776,175.45323741007195,178.0,44.05992045202307,0.0,0.0,0.0,FOODS,stable,False,False,1941.2765902386009,False,278,1.0,True,0.2511205897503365,2.1446280045648325
FOODS_1_087,2011-01-24,2016-05-16,278,39912,143.568345323741,159.5,66.13269311543948,0.05755395683453238,0.0,0.0,FOODS,medium_noise,False,False,4373.533098700896,False,278,1.0,True,0.4606356155064185,3.0724136355385223
FOODS_1_088,2011-01-24,2016-05-16,278,29972,107.81294964028777,97.0,63.38520676485455,0.050359712230215826,0.0,0.017985611510791366,FOODS,medium_noise,False,False,4017.684436623363,False,278,1.0,True,0.5879183064403298,1.1770247120050281
FOODS_1_089,2011-01-24,2016-05-16,278,3170,11.402877697841726,1.0,14.110672232588557,0.4784172661870504,0.0,0.025179856115107913,FOODS,intermittent,False,True,199.11107085554576,True,278,1.0,True,1.2374658929525613,2.4442468000920083
FOODS_1_090,2011-01-24,2016-05-16,278,12775,45.95323741007194,50.0,32.0598805792627,0.16546762589928057,0.0,0.0,FOODS,medium_noise,False,False,1027.835942756586,False,278,1.0,True,0.697663154679846,0.2797572530288375
FOODS_1_091,2011-01-24,2016-05-16,278,12040,43.30935251798561,52.0,28.309529859673244,0.2014388489208633,0.0,0.0,FOODS,medium_noise,False,False,801.4294808757311,False,278,1.0,True,0.6536585798163757,1.3588766396557561
FOODS_1_092,2011-01-24,2016-05-16,278,22529,81.03956834532374,79.0,68.61619260483242,0.2841726618705036,0.0,0.0035971223021582736,FOODS,medium_noise,False,False,4708.181887583459,False,278,1.0,True,0.8466998776751481,1.252814418819115
FOODS_1_093,2011-01-24,2016-05-16,278,5897,21.212230215827336,21.0,12.291202682059275,0.05755395683453238,0.0,0.0,FOODS,medium_noise,False,False,151.07366337146112,False,278,1.0,True,0.5794394345620618,2.1806966864916464
FOODS_1_094,2011-01-24,2016-05-16,278,19115,68.7589928057554,66.0,29.443083278461078,0.03597122302158273,0.0,0.0,FOODS,medium_noise,False,False,866.8951529423944,False,278,1.0,True,0.428207018122531,0.8891982567779464
FOODS_1_095,2011-01-24,2016-05-16,278,7902,28.424460431654676,28.0,13.59749152557201,0.046762589928057555,0.0,0.0035971223021582736,FOODS,medium_noise,False,False,184.89177578800266,False,278,1.0,True,0.4783728985205035,1.267173947983956
FOODS_1_096,2011-01-24,2016-05-16,278,96007,345.34892086330933,206.0,266.2888108280496,0.0,0.0,0.0,FOODS,medium_noise,False,False,70909.73077221676,False,278,1.0,True,0.7710717907048213,2.9911222512612787
FOODS_1_097,2011-01-24,2016-05-16,278,26199,94.2410071942446,113.0,63.69336537842983,0.26618705035971224,0.0,0.0,FOODS,medium_noise,False,False,4056.8447932301638,False,278,1.0,True,0.6758561615024807,2.708554996448607
FOODS_1_098,2011-01-24,2016-05-16,278,6125,22.032374100719423,10.0,24.487752674639076,0.3669064748201439,0.0,0.02158273381294964,FOODS,medium_noise,False,False,599.6500310542932,True,278,1.0,True,1.1114441213958635,3.093583222013008
FOODS_1_099,2011-01-24,2016-05-16,278,65656,236.1726618705036,305.0,206.45484562345263,0.4064748201438849,0.0,0.0,FOODS,intermittent,False,True,42623.60328140365,False,278,1.0,True,0.8741691099567417,3.0461248353816557
FOODS_1_101,2011-01-24,2016-05-16,278,11249,40.46402877697842,38.0,22.230572335387233,0.04316546762589928,0.0,0.02158273381294964,FOODS,medium_noise,False,False,494.1983463588841,False,278,1.0,True,0.5493909777969287,1.2683658413168966
FOODS_1_102,2011-01-24,2016-05-16,278,13247,47.65107913669065,48.0,16.87972205994742,0.02877697841726619,0.0,0.0,FOODS,medium_noise,False,False,284.9250168210755,False,278,1.0,True,0.35423588228771663,0.004309645796928472
FOODS_1_103,2011-01-24,2016-05-16,278,19601,70.50719424460432,74.0,44.98286986549847,0.08633093525179857,0.0,0.01079136690647482,FOODS,medium_noise,False,False,2023.4585813363703,False,278,1.0,True,0.637989787388836,0.22557228425123427
FOODS_1_104,2011-01-24,2016-05-16,278,37304,134.18705035971223,153.5,88.73609473357394,0.12949640287769784,0.0,0.0,FOODS,medium_noise,False,False,7874.094508565809,False,278,1.0,True,0.661286573448787,0.8061977258840232
FOODS_1_105,2011-01-24,2016-05-16,278,9895,35.593525179856115,37.5,30.766062561834566,0.18345323741007194,0.0,0.0,FOODS,medium_noise,False,False,946.5506055587184,False,278,1.0,True,0.8643724499434067,0.5208131078146488
FOODS_1_106,2011-01-24,2016-05-16,278,30703,110.44244604316546,111.0,39.127929781434915,0.03237410071942446,0.0,0.0,FOODS,medium_noise,False,False,1530.9948889809016,False,278,1.0,True,0.35428344068133105,1.0375757493634161
FOODS_1_107,2011-01-24,2016-05-16,278,5740,20.64748201438849,15.0,19.34702524281393,0.014388489208633094,0.0,0.02158273381294964,FOODS,medium_noise,False,False,374.30738574607943,False,278,1.0,True,0.9370162051397687,2.7277357522488974
FOODS_1_108,2011-01-24,2016-05-16,278,24685,88.79496402877697,86.5,27.08402280285845,0.0,0.0,0.0035971223021582736,FOODS,medium_noise,False,False,733.5442911857564,False,278,1.0,True,0.3050175547577334,1.1032496775472362
FOODS_1_109,2011-01-24,2016-05-16,278,8551,30.758992805755394,30.0,31.79559562492631,0.45323741007194246,0.0,0.0,FOODS,intermittent,False,True,1010.9599011438331,True,278,1.0,True,1.0337008050204086,1.2883794416902377
FOODS_1_110,2011-01-24,2016-05-16,278,77506,278.7985611510791,310.0,172.59555501066794,0.18705035971223022,0.0,0.0,FOODS,medium_noise,False,False,29789.225609440506,False,278,1.0,True,0.6190690306939551,1.3839325307229844
FOODS_1_111,2011-01-24,2016-05-16,278,2307,8.298561151079136,0.0,11.300700211395895,0.60431654676259,0.0,0.02158273381294964,FOODS,intermittent,False,True,127.70582526784325,True,278,1.0,True,1.3617662153307581,2.830947841338581
FOODS_1_112,2011-01-24,2016-05-16,278,22722,81.73381294964028,81.5,26.888813308602302,0.025179856115107913,0.0,0.025179856115107913,FOODS,medium_noise,False,False,723.0082811448683,False,278,1.0,True,0.3289802878175971,1.7518670028690577
FOODS_1_113,2011-01-24,2016-05-16,278,54432,195.79856115107913,193.0,175.29977119808905,0.34532374100719426,0.0,0.0,FOODS,medium_noise,False,False,30730.009782102374,False,278,1.0,True,0.8953067385557899,1.2367074576993455
FOODS_1_114,2011-01-24,2016-05-16,278,8925,32.10431654676259,33.0,24.527621694158213,0.12589928057553956,0.0,0.007194244604316547,FOODS,medium_noise,False,False,601.6042259717407,False,278,1.0,True,0.7639976281205584,0.09147336463732238
FOODS_1_115,2011-01-24,2016-05-16,278,9616,34.589928057553955,31.5,38.846555350310695,0.4712230215827338,0.0,0.0035971223021582736,FOODS,intermittent,False,True,1509.0548625847525,True,278,1.0,True,1.123059732465305,2.2518169278526483
FOODS_1_116,2011-01-24,2016-05-16,278,11015,39.62230215827338,45.0,29.578169918155208,0.1906474820143885,0.0,0.0,FOODS,medium_noise,False,False,874.8681357072617,False,278,1.0,True,0.7465030628458601,0.27244096616909597
FOODS_1_117,2011-01-24,2016-05-16,278,14235,51.20503597122302,55.0,36.948306926176414,0.16546762589928057,0.0,0.0,FOODS,medium_noise,False,False,1365.177384710936,False,278,1.0,True,0.721575646327857,1.6150631254669954
FOODS_1_118,2011-01-24,2016-05-16,278,10660,38.34532374100719,36.0,32.500738725465105,0.2733812949640288,0.0,0.01079136690647482,FOODS,medium_noise,False,False,1056.2980177009472,False,278,1.0,True,0.8475802406828611,2.2092429013804384
FOODS_1_119,2011-01-24,2016-05-16,278,6516,23.43884892086331,25.0,13.861138215595838,0.12949640287769784,0.0,0.0,FOODS,medium_noise,False,False,192.13115263185136,False,278,1.0,True,0.5913745279213694,0.7944061743561754
