model_name,model_family,series_id,category,segment_label,forecast_origin,target_date,horizon,actual,prediction
mlp,dl,HOBBIES,HOBBIES,stable,2012-06-11,2012-06-18,1,20811.0,19821.119140625
mlp,dl,HOUSEHOLD,HOUSEHOLD,stable,2012-06-11,2012-06-18,1,51654.0,45710.4765625
mlp,dl,FOODS,FOODS,stable,2012-06-18,2012-06-25,1,165488.0,171065.125
mlp,dl,HOBBIES,HOBBIES,stable,2012-06-18,2012-06-25,1,20396.0,22400.26171875
mlp,dl,HOUSEHOLD,HOUSEHOLD,stable,2012-06-18,2012-06-25,1,51474.0,52265.046875
mlp,dl,FOODS,FOODS,stable,2012-06-25,2012-07-02,1,197879.0,201247.734375
mlp,dl,HOBBIES,HOBBIES,stable,2012-06-25,2012-07-02,1,17421.0,23394.994140625
mlp,dl,HOUSEHOLD,HOUSEHOLD,stable,2012-06-25,2012-07-02,1,51263.0,56663.98828125
mlp,dl,FOODS,FOODS,stable,2012-07-02,2012-07-09,1,186547.0,190921.375
mlp,dl,HOBBIES,HOBBIES,stable,2012-07-02,2012-07-09,1,20763.0,17716.568359375
mlp,dl,HOUSEHOLD,HOUSEHOLD,stable,2012-07-02,2012-07-09,1,49815.0,49622.3359375
mlp,dl,FOODS,FOODS,stable,2012-07-09,2012-07-16,1,168014.0,175992.34375
mlp,dl,HOBBIES,HOBBIES,stable,2012-07-09,2012-07-16,1,21650.0,19503.26171875
mlp,dl,HOUSEHOLD,HOUSEHOLD,stable,2012-07-09,2012-07-16,1,48452.0,49869.875
mlp,dl,FOODS,FOODS,stable,2012-07-16,2012-07-23,1,156513.0,157836.609375
mlp,dl,HOBBIES,HOBBIES,stable,2012-07-16,2012-07-23,1,17123.0,19645.55078125
mlp,dl,HOUSEHOLD,HOUSEHOLD,stable,2012-07-16,2012-07-23,1,46174.0,44757.48046875
mlp,dl,FOODS,FOODS,stable,2012-07-23,2012-07-30,1,180846.0,188835.796875
mlp,dl,HOBBIES,HOBBIES,stable,2012-07-23,2012-07-30,1,17886.0,20086.5859375
mlp,dl,HOUSEHOLD,HOUSEHOLD,stable,2012-07-23,2012-07-30,1,52758.0,50337.4453125
mlp,dl,FOODS,FOODS,stable,2012-07-30,2012-08-06,1,193076.0,186970.40625
mlp,dl,HOBBIES,HOBBIES,stable,2012-07-30,2012-08-06,1,16272.0,18979.662109375
mlp,dl,HOUSEHOLD,HOUSEHOLD,stable,2012-07-30,2012-08-06,1,53723.0,49587.69140625
mlp,dl,FOODS,FOODS,stable,2012-08-06,2012-08-13,1,187765.0,181791.078125
mlp,dl,HOBBIES,HOBBIES,stable,2012-08-06,2012-08-13,1,17123.0,17784.166015625
mlp,dl,HOUSEHOLD,HOUSEHOLD,stable,2012-08-06,2012-08-13,1,55698.0,50999.44921875
mlp,dl,FOODS,FOODS,stable,2012-08-13,2012-08-20,1,163653.0,167784.375
mlp,dl,HOBBIES,HOBBIES,stable,2012-08-13,2012-08-20,1,16245.0,18726.939453125
mlp,dl,HOUSEHOLD,HOUSEHOLD,stable,2012-08-13,2012-08-20,1,54221.0,54465.5078125
mlp,dl,FOODS,FOODS,stable,2012-08-20,2012-08-27,1,165670.0,176592.25
mlp,dl,HOBBIES,HOBBIES,stable,2012-08-20,2012-08-27,1,17456.0,17508.525390625
mlp,dl,HOUSEHOLD,HOUSEHOLD,stable,2012-08-20,2012-08-27,1,56301.0,56751.4453125
mlp,dl,FOODS,FOODS,stable,2012-08-27,2012-09-03,1,187183.0,202350.59375
mlp,dl,HOBBIES,HOBBIES,stable,2012-08-27,2012-09-03,1,17278.0,19213.134765625
mlp,dl,HOUSEHOLD,HOUSEHOLD,stable,2012-08-27,2012-09-03,1,61014.0,54428.0234375
mlp,dl,FOODS,FOODS,stable,2012-09-03,2012-09-10,1,177713.0,177286.015625
mlp,dl,HOBBIES,HOBBIES,stable,2012-09-03,2012-09-10,1,16881.0,17689.595703125
mlp,dl,HOUSEHOLD,HOUSEHOLD,stable,2012-09-03,2012-09-10,1,58512.0,58680.21875
mlp,dl,FOODS,FOODS,stable,2012-09-10,2012-09-17,1,157629.0,160242.03125
mlp,dl,HOBBIES,HOBBIES,stable,2012-09-10,2012-09-17,1,17462.0,17457.3125
mlp,dl,HOUSEHOLD,HOUSEHOLD,stable,2012-09-10,2012-09-17,1,58552.0,54515.9296875
mlp,dl,FOODS,FOODS,stable,2012-09-17,2012-09-24,1,152076.0,152443.6875
mlp,dl,HOBBIES,HOBBIES,stable,2012-09-17,2012-09-24,1,16749.0,18934.61328125
mlp,dl,HOUSEHOLD,HOUSEHOLD,stable,2012-09-17,2012-09-24,1,55866.0,57367.4375
mlp,dl,FOODS,FOODS,stable,2012-09-24,2012-10-01,1,178774.0,190241.09375
mlp,dl,HOBBIES,HOBBIES,stable,2012-09-24,2012-10-01,1,17933.0,16589.470703125
mlp,dl,HOUSEHOLD,HOUSEHOLD,stable,2012-09-24,2012-10-01,1,56759.0,55650.03515625
mlp,dl,FOODS,FOODS,stable,2012-10-01,2012-10-08,1,173897.0,177250.390625
mlp,dl,HOBBIES,HOBBIES,stable,2012-10-01,2012-10-08,1,17028.0,20376.63671875
mlp,dl,HOUSEHOLD,HOUSEHOLD,stable,2012-10-01,2012-10-08,1,54642.0,55636.2890625
mlp,dl,FOODS,FOODS,stable,2012-10-08,2012-10-15,1,149007.0,155767.015625
mlp,dl,HOBBIES,HOBBIES,stable,2012-10-08,2012-10-15,1,16479.0,20708.419921875
mlp,dl,HOUSEHOLD,HOUSEHOLD,stable,2012-10-08,2012-10-15,1,52726.0,51678.875
mlp,dl,FOODS,FOODS,stable,2012-10-15,2012-10-22,1,141171.0,140789.84375
mlp,dl,HOBBIES,HOBBIES,stable,2012-10-15,2012-10-22,1,16993.0,16540.919921875
mlp,dl,HOUSEHOLD,HOUSEHOLD,stable,2012-10-15,2012-10-22,1,50263.0,52011.9609375
mlp,dl,FOODS,FOODS,stable,2012-10-22,2012-10-29,1,161248.0,173225.5
mlp,dl,HOBBIES,HOBBIES,stable,2012-10-22,2012-10-29,1,18410.0,17770.43359375
mlp,dl,HOUSEHOLD,HOUSEHOLD,stable,2012-10-22,2012-10-29,1,55167.0,52865.4296875
mlp,dl,FOODS,FOODS,stable,2012-10-29,2012-11-05,1,177548.0,181527.375
mlp,dl,HOBBIES,HOBBIES,stable,2012-10-29,2012-11-05,1,17091.0,16999.966796875
mlp,dl,HOUSEHOLD,HOUSEHOLD,stable,2012-10-29,2012-11-05,1,51495.0,55282.5390625
mlp,dl,FOODS,FOODS,stable,2012-11-05,2012-11-12,1,163336.0,160329.65625
mlp,dl,HOBBIES,HOBBIES,stable,2012-11-05,2012-11-12,1,16327.0,16809.28515625
mlp,dl,HOUSEHOLD,HOUSEHOLD,stable,2012-11-05,2012-11-12,1,49039.0,55455.39453125
mlp,dl,FOODS,FOODS,stable,2012-11-12,2012-11-19,1,142672.0,151434.265625
mlp,dl,HOBBIES,HOBBIES,stable,2012-11-12,2012-11-19,1,14589.0,16753.212890625
mlp,dl,HOUSEHOLD,HOUSEHOLD,stable,2012-11-12,2012-11-19,1,45631.0,45151.8203125
mlp,dl,FOODS,FOODS,stable,2012-11-19,2012-11-26,1,144117.0,138810.609375
mlp,dl,HOBBIES,HOBBIES,stable,2012-11-19,2012-11-26,1,16863.0,15167.6484375
mlp,dl,HOUSEHOLD,HOUSEHOLD,stable,2012-11-19,2012-11-26,1,51223.0,47780.55859375
mlp,dl,FOODS,FOODS,stable,2012-11-26,2012-12-03,1,176107.0,173900.75
mlp,dl,HOBBIES,HOBBIES,stable,2012-11-26,2012-12-03,1,17514.0,15747.337890625
mlp,dl,HOUSEHOLD,HOUSEHOLD,stable,2012-11-26,2012-12-03,1,50536.0,50163.66015625
mlp,dl,FOODS,FOODS,stable,2012-12-03,2012-12-10,1,171475.0,165312.828125
mlp,dl,HOBBIES,HOBBIES,stable,2012-12-03,2012-12-10,1,17426.0,16129.5166015625
mlp,dl,HOUSEHOLD,HOUSEHOLD,stable,2012-12-03,2012-12-10,1,46518.0,48301.6640625
mlp,dl,FOODS,FOODS,stable,2012-12-10,2012-12-17,1,170725.0,155728.84375
mlp,dl,HOBBIES,HOBBIES,stable,2012-12-10,2012-12-17,1,17645.0,15861.0205078125
mlp,dl,HOUSEHOLD,HOUSEHOLD,stable,2012-12-10,2012-12-17,1,47413.0,47306.4296875
mlp,dl,FOODS,FOODS,stable,2012-12-17,2012-12-24,1,133845.0,155240.5625
mlp,dl,HOBBIES,HOBBIES,stable,2012-12-17,2012-12-24,1,13504.0,15764.75
mlp,dl,HOUSEHOLD,HOUSEHOLD,stable,2012-12-17,2012-12-24,1,49272.0,47453.3515625
mlp,dl,FOODS,FOODS,stable,2012-12-24,2012-12-31,1,178375.0,156822.28125
mlp,dl,HOBBIES,HOBBIES,stable,2012-12-24,2012-12-31,1,15961.0,16022.796875
mlp,dl,HOUSEHOLD,HOUSEHOLD,stable,2012-12-24,2012-12-31,1,54235.0,55661.76171875
mlp,dl,FOODS,FOODS,stable,2012-12-31,2013-01-07,1,182465.0,167780.921875
mlp,dl,HOBBIES,HOBBIES,stable,2012-12-31,2013-01-07,1,16049.0,15157.787109375
mlp,dl,HOUSEHOLD,HOUSEHOLD,stable,2012-12-31,2013-01-07,1,46109.0,48289.0390625
mlp,dl,FOODS,FOODS,stable,2013-01-07,2013-01-14,1,165446.0,177388.1875
mlp,dl,HOBBIES,HOBBIES,stable,2013-01-07,2013-01-14,1,16395.0,15266.578125
mlp,dl,HOUSEHOLD,HOUSEHOLD,stable,2013-01-07,2013-01-14,1,48966.0,48469.08203125
mlp,dl,FOODS,FOODS,stable,2013-01-14,2013-01-21,1,145573.0,137769.6875
mlp,dl,HOBBIES,HOBBIES,stable,2013-01-14,2013-01-21,1,21959.0,13575.966796875
mlp,dl,HOUSEHOLD,HOUSEHOLD,stable,2013-01-14,2013-01-21,1,48444.0,49187.84765625
mlp,dl,FOODS,FOODS,stable,2013-01-21,2013-01-28,1,161260.0,156515.109375
mlp,dl,HOBBIES,HOBBIES,stable,2013-01-21,2013-01-28,1,23538.0,18117.9140625
mlp,dl,HOUSEHOLD,HOUSEHOLD,stable,2013-01-21,2013-01-28,1,50487.0,58848.3671875
mlp,dl,FOODS,FOODS,stable,2013-01-28,2013-02-04,1,173354.0,178329.390625
mlp,dl,HOBBIES,HOBBIES,stable,2013-01-28,2013-02-04,1,19699.0,21731.5625
mlp,dl,HOUSEHOLD,HOUSEHOLD,stable,2013-01-28,2013-02-04,1,54516.0,52724.80078125
mlp,dl,FOODS,FOODS,stable,2013-02-04,2013-02-11,1,183454.0,173325.59375
mlp,dl,HOBBIES,HOBBIES,stable,2013-02-04,2013-02-11,1,24140.0,17852.763671875
mlp,dl,HOUSEHOLD,HOUSEHOLD,stable,2013-02-04,2013-02-11,1,61994.0,53081.6875
mlp,dl,FOODS,FOODS,stable,2013-02-11,2013-02-18,1,160674.0,160459.328125
mlp,dl,HOBBIES,HOBBIES,stable,2013-02-11,2013-02-18,1,23581.0,21438.0546875
mlp,dl,HOUSEHOLD,HOUSEHOLD,stable,2013-02-11,2013-02-18,1,59976.0,63241.375
mlp,dl,FOODS,FOODS,stable,2013-02-18,2013-02-25,1,168447.0,139582.40625
mlp,dl,HOBBIES,HOBBIES,stable,2013-02-18,2013-02-25,1,24507.0,21676.564453125
mlp,dl,HOUSEHOLD,HOUSEHOLD,stable,2013-02-18,2013-02-25,1,62122.0,59290.94921875
mlp,dl,FOODS,FOODS,stable,2013-02-25,2013-03-04,1,176103.0,176201.328125
mlp,dl,HOBBIES,HOBBIES,stable,2013-02-25,2013-03-04,1,19000.0,23786.416015625
mlp,dl,HOUSEHOLD,HOUSEHOLD,stable,2013-02-25,2013-03-04,1,57037.0,63519.89453125
mlp,dl,FOODS,FOODS,stable,2013-03-04,2013-03-11,1,176745.0,180914.234375
mlp,dl,HOBBIES,HOBBIES,stable,2013-03-04,2013-03-11,1,23284.0,19311.4609375
mlp,dl,HOUSEHOLD,HOUSEHOLD,stable,2013-03-04,2013-03-11,1,58899.0,57406.7578125
mlp,dl,FOODS,FOODS,stable,2013-03-11,2013-03-18,1,153994.0,169915.953125
mlp,dl,HOBBIES,HOBBIES,stable,2013-03-11,2013-03-18,1,23145.0,23527.462890625
mlp,dl,HOUSEHOLD,HOUSEHOLD,stable,2013-03-11,2013-03-18,1,56757.0,54995.453125
mlp,dl,FOODS,FOODS,stable,2013-03-18,2013-03-25,1,161265.0,154901.03125
mlp,dl,HOBBIES,HOBBIES,stable,2013-03-18,2013-03-25,1,18324.0,20559.388671875
mlp,dl,HOUSEHOLD,HOUSEHOLD,stable,2013-03-18,2013-03-25,1,55547.0,55250.109375
mlp,dl,FOODS,FOODS,stable,2013-03-25,2013-04-01,1,176786.0,183623.46875
mlp,dl,HOBBIES,HOBBIES,stable,2013-03-25,2013-04-01,1,25870.0,18819.50390625
mlp,dl,HOUSEHOLD,HOUSEHOLD,stable,2013-03-25,2013-04-01,1,65597.0,56173.96875
mlp,dl,FOODS,FOODS,stable,2013-04-01,2013-04-08,1,173517.0,181034.75
mlp,dl,HOBBIES,HOBBIES,stable,2013-04-01,2013-04-08,1,24739.0,24718.185546875
mlp,dl,HOUSEHOLD,HOUSEHOLD,stable,2013-04-01,2013-04-08,1,58361.0,63467.33984375
mlp,dl,FOODS,FOODS,stable,2013-04-08,2013-04-15,1,155104.0,175755.75
mlp,dl,HOBBIES,HOBBIES,stable,2013-04-08,2013-04-15,1,24038.0,22670.0234375
mlp,dl,HOUSEHOLD,HOUSEHOLD,stable,2013-04-08,2013-04-15,1,56905.0,58553.5546875
mlp,dl,FOODS,FOODS,stable,2013-04-15,2013-04-22,1,139090.0,154532.8125
mlp,dl,HOBBIES,HOBBIES,stable,2013-04-15,2013-04-22,1,23283.0,24388.951171875
mlp,dl,HOUSEHOLD,HOUSEHOLD,stable,2013-04-15,2013-04-22,1,55157.0,57789.0
mlp,dl,FOODS,FOODS,stable,2013-04-22,2013-04-29,1,162132.0,163306.953125
mlp,dl,HOBBIES,HOBBIES,stable,2013-04-22,2013-04-29,1,19012.0,25322.158203125
mlp,dl,HOUSEHOLD,HOUSEHOLD,stable,2013-04-22,2013-04-29,1,58509.0,59902.6875
mlp,dl,FOODS,FOODS,stable,2013-04-29,2013-05-06,1,169533.0,173711.796875
mlp,dl,HOBBIES,HOBBIES,stable,2013-04-29,2013-05-06,1,23881.0,19547.197265625
mlp,dl,HOUSEHOLD,HOUSEHOLD,stable,2013-04-29,2013-05-06,1,54183.0,56645.13671875
mlp,dl,FOODS,FOODS,stable,2013-05-06,2013-05-13,1,168410.0,168592.640625
mlp,dl,HOBBIES,HOBBIES,stable,2013-05-06,2013-05-13,1,25011.0,22568.37890625
mlp,dl,HOUSEHOLD,HOUSEHOLD,stable,2013-05-06,2013-05-13,1,58806.0,55853.40234375
mlp,dl,FOODS,FOODS,stable,2013-05-13,2013-05-20,1,153553.0,146187.859375
mlp,dl,HOBBIES,HOBBIES,stable,2013-05-13,2013-05-20,1,24525.0,22873.669921875
mlp,dl,HOUSEHOLD,HOUSEHOLD,stable,2013-05-13,2013-05-20,1,55964.0,56901.5
mlp,dl,FOODS,FOODS,stable,2013-05-20,2013-05-27,1,161525.0,143388.15625
mlp,dl,HOBBIES,HOBBIES,stable,2013-05-20,2013-05-27,1,25738.0,22609.48046875
mlp,dl,HOUSEHOLD,HOUSEHOLD,stable,2013-05-20,2013-05-27,1,61800.0,58699.56640625
mlp,dl,FOODS,FOODS,stable,2013-05-27,2013-06-03,1,186933.0,174812.265625
mlp,dl,HOBBIES,HOBBIES,stable,2013-05-27,2013-06-03,1,26276.0,25587.318359375
mlp,dl,HOUSEHOLD,HOUSEHOLD,stable,2013-05-27,2013-06-03,1,60335.0,62879.55859375
mlp,dl,FOODS,FOODS,stable,2013-06-03,2013-06-10,1,184665.0,174541.3125
mlp,dl,HOBBIES,HOBBIES,stable,2013-06-03,2013-06-10,1,24827.0,27286.75390625
mlp,dl,HOUSEHOLD,HOUSEHOLD,stable,2013-06-03,2013-06-10,1,55798.0,61770.84765625
mlp,dl,FOODS,FOODS,stable,2013-06-10,2013-06-17,1,167822.0,163395.890625
mlp,dl,HOBBIES,HOBBIES,stable,2013-06-10,2013-06-17,1,25241.0,23783.802734375
mlp,dl,HOUSEHOLD,HOUSEHOLD,stable,2013-06-10,2013-06-17,1,57327.0,58252.95703125
mlp,dl,FOODS,FOODS,stable,2013-06-17,2013-06-24,1,173297.0,153165.34375
mlp,dl,HOBBIES,HOBBIES,stable,2013-06-17,2013-06-24,1,24683.0,23137.197265625
mlp,dl,HOUSEHOLD,HOUSEHOLD,stable,2013-06-17,2013-06-24,1,56079.0,52623.84375
mlp,dl,FOODS,FOODS,stable,2013-06-24,2013-07-01,1,200243.0,188499.453125
mlp,dl,HOBBIES,HOBBIES,stable,2013-06-24,2013-07-01,1,24648.0,26899.732421875
mlp,dl,HOUSEHOLD,HOUSEHOLD,stable,2013-06-24,2013-07-01,1,59112.0,60255.34375
mlp,dl,FOODS,FOODS,stable,2013-07-01,2013-07-08,1,195079.0,197818.46875
mlp,dl,HOBBIES,HOBBIES,stable,2013-07-01,2013-07-08,1,22640.0,26959.26953125
mlp,dl,HOUSEHOLD,HOUSEHOLD,stable,2013-07-01,2013-07-08,1,61070.0,53973.08203125
mlp,dl,FOODS,FOODS,stable,2013-07-08,2013-07-15,1,176180.0,180316.53125
mlp,dl,HOBBIES,HOBBIES,stable,2013-07-08,2013-07-15,1,23964.0,22854.470703125
mlp,dl,HOUSEHOLD,HOUSEHOLD,stable,2013-07-08,2013-07-15,1,57565.0,56099.4765625
mlp,dl,FOODS,FOODS,stable,2013-07-15,2013-07-22,1,166204.0,170004.625
mlp,dl,HOBBIES,HOBBIES,stable,2013-07-15,2013-07-22,1,22621.0,25401.294921875
mlp,dl,HOUSEHOLD,HOUSEHOLD,stable,2013-07-15,2013-07-22,1,56961.0,52520.63671875
mlp,dl,FOODS,FOODS,stable,2013-07-22,2013-07-29,1,179034.0,177248.21875
mlp,dl,HOBBIES,HOBBIES,stable,2013-07-22,2013-07-29,1,24961.0,21644.0546875
mlp,dl,HOUSEHOLD,HOUSEHOLD,stable,2013-07-22,2013-07-29,1,59701.0,61673.0
mlp,dl,FOODS,FOODS,stable,2013-07-29,2013-08-05,1,197651.0,191990.265625
mlp,dl,HOBBIES,HOBBIES,stable,2013-07-29,2013-08-05,1,22485.0,24561.927734375
mlp,dl,HOUSEHOLD,HOUSEHOLD,stable,2013-07-29,2013-08-05,1,58803.0,61178.171875
mlp,dl,FOODS,FOODS,stable,2013-08-05,2013-08-12,1,190983.0,187978.4375
mlp,dl,HOBBIES,HOBBIES,stable,2013-08-05,2013-08-12,1,22782.0,26002.86328125
mlp,dl,HOUSEHOLD,HOUSEHOLD,stable,2013-08-05,2013-08-12,1,58857.0,61835.671875
mlp,dl,FOODS,FOODS,stable,2013-08-12,2013-08-19,1,178977.0,169530.484375
mlp,dl,HOBBIES,HOBBIES,stable,2013-08-12,2013-08-19,1,23243.0,23142.181640625
mlp,dl,HOUSEHOLD,HOUSEHOLD,stable,2013-08-12,2013-08-19,1,59594.0,59611.74609375
mlp,dl,FOODS,FOODS,stable,2013-08-19,2013-08-26,1,184269.0,174349.21875
mlp,dl,HOBBIES,HOBBIES,stable,2013-08-19,2013-08-26,1,22044.0,24711.041015625
mlp,dl,HOUSEHOLD,HOUSEHOLD,stable,2013-08-19,2013-08-26,1,59350.0,60062.1328125
mlp,dl,FOODS,FOODS,stable,2013-08-26,2013-09-02,1,212307.0,188107.859375
mlp,dl,HOBBIES,HOBBIES,stable,2013-08-26,2013-09-02,1,17786.0,23803.08984375
mlp,dl,HOUSEHOLD,HOUSEHOLD,stable,2013-08-26,2013-09-02,1,61555.0,61391.54296875
mlp,dl,FOODS,FOODS,stable,2013-09-02,2013-09-09,1,205861.0,204944.71875
mlp,dl,HOBBIES,HOBBIES,stable,2013-09-02,2013-09-09,1,23424.0,19013.591796875
mlp,dl,HOUSEHOLD,HOUSEHOLD,stable,2013-09-02,2013-09-09,1,59212.0,57735.34765625
mlp,dl,FOODS,FOODS,stable,2013-09-09,2013-09-16,1,175998.0,180276.390625
mlp,dl,HOBBIES,HOBBIES,stable,2013-09-09,2013-09-16,1,23176.0,25703.29296875
mlp,dl,HOUSEHOLD,HOUSEHOLD,stable,2013-09-09,2013-09-16,1,60768.0,58185.05078125
mlp,dl,FOODS,FOODS,stable,2013-09-16,2013-09-23,1,167505.0,184685.890625
mlp,dl,HOBBIES,HOBBIES,stable,2013-09-16,2013-09-23,1,24254.0,22541.408203125
mlp,dl,HOUSEHOLD,HOUSEHOLD,stable,2013-09-16,2013-09-23,1,57035.0,63008.0234375
mlp,dl,FOODS,FOODS,stable,2013-09-23,2013-09-30,1,185631.0,200377.4375
mlp,dl,HOBBIES,HOBBIES,stable,2013-09-23,2013-09-30,1,26322.0,27078.666015625
mlp,dl,HOUSEHOLD,HOUSEHOLD,stable,2013-09-23,2013-09-30,1,64784.0,61835.11328125
mlp,dl,FOODS,FOODS,stable,2013-09-30,2013-10-07,1,189043.0,190163.5625
mlp,dl,HOBBIES,HOBBIES,stable,2013-09-30,2013-10-07,1,25064.0,25579.349609375
mlp,dl,HOUSEHOLD,HOUSEHOLD,stable,2013-09-30,2013-10-07,1,57222.0,61681.6171875
mlp,dl,FOODS,FOODS,stable,2013-10-07,2013-10-14,1,172473.0,168943.171875
mlp,dl,HOBBIES,HOBBIES,stable,2013-10-07,2013-10-14,1,24987.0,27406.16015625
mlp,dl,HOUSEHOLD,HOUSEHOLD,stable,2013-10-07,2013-10-14,1,55536.0,62159.8125
mlp,dl,FOODS,FOODS,stable,2013-10-14,2013-10-21,1,156815.0,155166.84375
mlp,dl,HOBBIES,HOBBIES,stable,2013-10-14,2013-10-21,1,25215.0,23306.296875
mlp,dl,HOUSEHOLD,HOUSEHOLD,stable,2013-10-14,2013-10-21,1,54567.0,55462.74609375
mlp,dl,FOODS,FOODS,stable,2013-10-21,2013-10-28,1,172131.0,175845.078125
mlp,dl,HOBBIES,HOBBIES,stable,2013-10-21,2013-10-28,1,25569.0,23777.69140625
mlp,dl,HOUSEHOLD,HOUSEHOLD,stable,2013-10-21,2013-10-28,1,57250.0,60213.10546875
mlp,dl,FOODS,FOODS,stable,2013-10-28,2013-11-04,1,179290.0,184054.84375
mlp,dl,HOBBIES,HOBBIES,stable,2013-10-28,2013-11-04,1,23924.0,27148.654296875
mlp,dl,HOUSEHOLD,HOUSEHOLD,stable,2013-10-28,2013-11-04,1,53910.0,57051.54296875
mlp,dl,FOODS,FOODS,stable,2013-11-04,2013-11-11,1,173072.0,176160.390625
mlp,dl,HOBBIES,HOBBIES,stable,2013-11-04,2013-11-11,1,24937.0,23999.900390625
mlp,dl,HOUSEHOLD,HOUSEHOLD,stable,2013-11-04,2013-11-11,1,52336.0,53230.37890625
mlp,dl,FOODS,FOODS,stable,2013-11-11,2013-11-18,1,151625.0,157056.140625
mlp,dl,HOBBIES,HOBBIES,stable,2013-11-11,2013-11-18,1,25023.0,26947.978515625
mlp,dl,HOUSEHOLD,HOUSEHOLD,stable,2013-11-11,2013-11-18,1,51954.0,56189.203125
mlp,dl,FOODS,FOODS,stable,2013-11-18,2013-11-25,1,140623.0,158021.71875
mlp,dl,HOBBIES,HOBBIES,stable,2013-11-18,2013-11-25,1,21798.0,24148.474609375
mlp,dl,HOUSEHOLD,HOUSEHOLD,stable,2013-11-18,2013-11-25,1,49301.0,54201.11328125
mlp,dl,FOODS,FOODS,stable,2013-11-25,2013-12-02,1,184812.0,168719.3125
mlp,dl,HOBBIES,HOBBIES,stable,2013-11-25,2013-12-02,1,26061.0,23085.41796875
mlp,dl,HOUSEHOLD,HOUSEHOLD,stable,2013-11-25,2013-12-02,1,52681.0,54498.55078125
mlp,dl,FOODS,FOODS,stable,2013-12-02,2013-12-09,1,175580.0,176186.125
mlp,dl,HOBBIES,HOBBIES,stable,2013-12-02,2013-12-09,1,24209.0,25763.5078125
mlp,dl,HOUSEHOLD,HOUSEHOLD,stable,2013-12-02,2013-12-09,1,48654.0,50603.67578125
mlp,dl,FOODS,FOODS,stable,2013-12-09,2013-12-16,1,161055.0,149277.5625
mlp,dl,HOBBIES,HOBBIES,stable,2013-12-09,2013-12-16,1,25464.0,23615.572265625
mlp,dl,HOUSEHOLD,HOUSEHOLD,stable,2013-12-09,2013-12-16,1,47908.0,47998.109375
mlp,dl,FOODS,FOODS,stable,2013-12-16,2013-12-23,1,137601.0,144705.0625
mlp,dl,HOBBIES,HOBBIES,stable,2013-12-16,2013-12-23,1,20649.0,23354.97265625
mlp,dl,HOUSEHOLD,HOUSEHOLD,stable,2013-12-16,2013-12-23,1,44569.0,46375.93359375
mlp,dl,FOODS,FOODS,stable,2013-12-23,2013-12-30,1,178139.0,174219.515625
mlp,dl,HOBBIES,HOBBIES,stable,2013-12-23,2013-12-30,1,23823.0,23447.443359375
