model_name,model_family,series_id,category,segment_label,forecast_origin,target_date,horizon,actual,prediction
nbeats,dl,HOBBIES,HOBBIES,stable,2014-04-07,2014-04-14,1,21978.0,22719.361328125
nbeats,dl,HOUSEHOLD,HOUSEHOLD,stable,2014-04-07,2014-04-14,1,55383.0,54964.55859375
nbeats,dl,FOODS,FOODS,stable,2014-05-05,2014-05-12,1,180086.0,169961.078125
nbeats,dl,HOBBIES,HOBBIES,stable,2014-05-05,2014-05-12,1,22273.0,22459.134765625
nbeats,dl,HOUSEHOLD,HOUSEHOLD,stable,2014-05-05,2014-05-12,1,53374.0,52667.4140625
nbeats,dl,FOODS,FOODS,stable,2014-06-02,2014-06-09,1,192639.0,182149.125
nbeats,dl,HOBBIES,HOBBIES,stable,2014-06-02,2014-06-09,1,22601.0,23238.232421875
nbeats,dl,HOUSEHOLD,HOUSEHOLD,stable,2014-06-02,2014-06-09,1,52229.0,55207.7109375
nbeats,dl,FOODS,FOODS,stable,2014-06-30,2014-07-07,1,198740.0,204153.5625
nbeats,dl,HOBBIES,HOBBIES,stable,2014-06-30,2014-07-07,1,22165.0,22568.923828125
nbeats,dl,HOUSEHOLD,HOUSEHOLD,stable,2014-06-30,2014-07-07,1,57195.0,57159.01953125
nbeats,dl,FOODS,FOODS,stable,2014-07-28,2014-08-04,1,188000.0,206312.421875
nbeats,dl,HOBBIES,HOBBIES,stable,2014-07-28,2014-08-04,1,21936.0,23546.328125
nbeats,dl,HOUSEHOLD,HOUSEHOLD,stable,2014-07-28,2014-08-04,1,58712.0,62606.52734375
nbeats,dl,FOODS,FOODS,stable,2014-08-25,2014-09-01,1,190838.0,190563.53125
nbeats,dl,HOBBIES,HOBBIES,stable,2014-08-25,2014-09-01,1,22413.0,21768.060546875
nbeats,dl,HOUSEHOLD,HOUSEHOLD,stable,2014-08-25,2014-09-01,1,61120.0,61030.29296875
nbeats,dl,FOODS,FOODS,stable,2014-09-22,2014-09-29,1,180688.0,184271.328125
nbeats,dl,HOBBIES,HOBBIES,stable,2014-09-22,2014-09-29,1,23191.0,21369.349609375
nbeats,dl,HOUSEHOLD,HOUSEHOLD,stable,2014-09-22,2014-09-29,1,63831.0,57854.38671875
nbeats,dl,FOODS,FOODS,stable,2014-10-20,2014-10-27,1,159938.0,167304.0
nbeats,dl,HOBBIES,HOBBIES,stable,2014-10-20,2014-10-27,1,25019.0,24548.302734375
nbeats,dl,HOUSEHOLD,HOUSEHOLD,stable,2014-10-20,2014-10-27,1,55555.0,58175.52734375
nbeats,dl,FOODS,FOODS,stable,2014-11-17,2014-11-24,1,148379.0,150398.46875
nbeats,dl,HOBBIES,HOBBIES,stable,2014-11-17,2014-11-24,1,20649.0,24118.212890625
nbeats,dl,HOUSEHOLD,HOUSEHOLD,stable,2014-11-17,2014-11-24,1,49820.0,53978.5625
nbeats,dl,FOODS,FOODS,stable,2014-12-15,2014-12-22,1,129811.0,143538.109375
nbeats,dl,HOBBIES,HOBBIES,stable,2014-12-15,2014-12-22,1,19830.0,23043.1484375
nbeats,dl,HOUSEHOLD,HOUSEHOLD,stable,2014-12-15,2014-12-22,1,45991.0,47569.25390625
nbeats,dl,FOODS,FOODS,stable,2015-01-12,2015-01-19,1,154850.0,153571.5625
nbeats,dl,HOBBIES,HOBBIES,stable,2015-01-12,2015-01-19,1,23487.0,21759.923828125
nbeats,dl,HOUSEHOLD,HOUSEHOLD,stable,2015-01-12,2015-01-19,1,55367.0,53535.46875
nbeats,dl,FOODS,FOODS,stable,2015-02-09,2015-02-16,1,153988.0,166532.984375
nbeats,dl,HOBBIES,HOBBIES,stable,2015-02-09,2015-02-16,1,25493.0,25768.4375
nbeats,dl,HOUSEHOLD,HOUSEHOLD,stable,2015-02-09,2015-02-16,1,64663.0,61798.48046875
nbeats,dl,FOODS,FOODS,stable,2015-03-09,2015-03-16,1,157071.0,156892.078125
nbeats,dl,HOBBIES,HOBBIES,stable,2015-03-09,2015-03-16,1,25185.0,25380.1171875
nbeats,dl,HOUSEHOLD,HOUSEHOLD,stable,2015-03-09,2015-03-16,1,62962.0,61583.26171875
nbeats,dl,FOODS,FOODS,stable,2015-04-06,2015-04-13,1,166242.0,166263.734375
nbeats,dl,HOBBIES,HOBBIES,stable,2015-04-06,2015-04-13,1,24620.0,26528.55078125
nbeats,dl,HOUSEHOLD,HOUSEHOLD,stable,2015-04-06,2015-04-13,1,63284.0,64511.79296875
nbeats,dl,FOODS,FOODS,stable,2015-05-04,2015-05-11,1,171391.0,171591.84375
nbeats,dl,HOBBIES,HOBBIES,stable,2015-05-04,2015-05-11,1,26561.0,25220.294921875
nbeats,dl,HOUSEHOLD,HOUSEHOLD,stable,2015-05-04,2015-05-11,1,66605.0,60168.18359375
nbeats,dl,FOODS,FOODS,stable,2015-06-01,2015-06-08,1,192488.0,175303.40625
nbeats,dl,HOBBIES,HOBBIES,stable,2015-06-01,2015-06-08,1,25266.0,25965.865234375
nbeats,dl,HOUSEHOLD,HOUSEHOLD,stable,2015-06-01,2015-06-08,1,65229.0,67327.234375
nbeats,dl,FOODS,FOODS,stable,2015-06-29,2015-07-06,1,196107.0,186864.984375
nbeats,dl,HOBBIES,HOBBIES,stable,2015-06-29,2015-07-06,1,27272.0,26564.447265625
nbeats,dl,HOUSEHOLD,HOUSEHOLD,stable,2015-06-29,2015-07-06,1,66667.0,67707.0078125
nbeats,dl,FOODS,FOODS,stable,2015-07-27,2015-08-03,1,198895.0,198848.546875
nbeats,dl,HOBBIES,HOBBIES,stable,2015-07-27,2015-08-03,1,27645.0,28014.099609375
nbeats,dl,HOUSEHOLD,HOUSEHOLD,stable,2015-07-27,2015-08-03,1,72654.0,73250.0625
nbeats,dl,FOODS,FOODS,stable,2015-08-24,2015-08-31,1,182777.0,191656.1875
nbeats,dl,HOBBIES,HOBBIES,stable,2015-08-24,2015-08-31,1,27533.0,28018.58203125
nbeats,dl,HOUSEHOLD,HOUSEHOLD,stable,2015-08-24,2015-08-31,1,71744.0,72163.0703125
nbeats,dl,FOODS,FOODS,stable,2015-09-21,2015-09-28,1,185259.0,191526.140625
nbeats,dl,HOBBIES,HOBBIES,stable,2015-09-21,2015-09-28,1,28675.0,27074.275390625
nbeats,dl,HOUSEHOLD,HOUSEHOLD,stable,2015-09-21,2015-09-28,1,71848.0,69013.4765625
nbeats,dl,FOODS,FOODS,stable,2015-10-19,2015-10-26,1,165798.0,180014.25
nbeats,dl,HOBBIES,HOBBIES,stable,2015-10-19,2015-10-26,1,29827.0,28863.140625
nbeats,dl,HOUSEHOLD,HOUSEHOLD,stable,2015-10-19,2015-10-26,1,66536.0,65755.828125
nbeats,dl,FOODS,FOODS,stable,2015-11-16,2015-11-23,1,150214.0,153568.21875
nbeats,dl,HOBBIES,HOBBIES,stable,2015-11-16,2015-11-23,1,24903.0,28724.310546875
nbeats,dl,HOUSEHOLD,HOUSEHOLD,stable,2015-11-16,2015-11-23,1,57575.0,64329.10546875
nbeats,dl,FOODS,FOODS,stable,2015-12-14,2015-12-21,1,140943.0,152852.09375
nbeats,dl,HOBBIES,HOBBIES,stable,2015-12-14,2015-12-21,1,24729.0,28203.302734375
nbeats,dl,HOUSEHOLD,HOUSEHOLD,stable,2015-12-14,2015-12-21,1,55210.0,59770.75
nbeats,dl,FOODS,FOODS,stable,2016-01-11,2016-01-18,1,177317.0,172124.40625
nbeats,dl,HOBBIES,HOBBIES,stable,2016-01-11,2016-01-18,1,25832.0,25118.078125
nbeats,dl,HOUSEHOLD,HOUSEHOLD,stable,2016-01-11,2016-01-18,1,64708.0,61058.6640625
nbeats,dl,FOODS,FOODS,stable,2016-02-08,2016-02-15,1,198657.0,188907.6875
nbeats,dl,HOBBIES,HOBBIES,stable,2016-02-08,2016-02-15,1,27506.0,27360.21484375
nbeats,dl,HOUSEHOLD,HOUSEHOLD,stable,2016-02-08,2016-02-15,1,74002.0,68854.0078125
nbeats,dl,FOODS,FOODS,stable,2016-03-07,2016-03-14,1,193108.0,192597.53125
nbeats,dl,HOBBIES,HOBBIES,stable,2016-03-07,2016-03-14,1,26519.0,26338.55859375
nbeats,dl,HOUSEHOLD,HOUSEHOLD,stable,2016-03-07,2016-03-14,1,67798.0,68254.7109375
nbeats,dl,FOODS,FOODS,stable,2013-10-21,2013-11-04,2,179290.0,190525.703125
nbeats,dl,HOBBIES,HOBBIES,stable,2013-10-21,2013-11-04,2,23924.0,24676.037109375
nbeats,dl,HOUSEHOLD,HOUSEHOLD,stable,2013-10-21,2013-11-04,2,53910.0,60810.58203125
nbeats,dl,FOODS,FOODS,stable,2013-11-18,2013-12-02,2,184812.0,180815.375
nbeats,dl,HOBBIES,HOBBIES,stable,2013-11-18,2013-12-02,2,26061.0,23419.998046875
nbeats,dl,HOUSEHOLD,HOUSEHOLD,stable,2013-11-18,2013-12-02,2,52681.0,56097.76171875
nbeats,dl,FOODS,FOODS,stable,2013-12-16,2013-12-30,2,178139.0,179552.703125
nbeats,dl,HOBBIES,HOBBIES,stable,2013-12-16,2013-12-30,2,23823.0,24728.431640625
nbeats,dl,HOUSEHOLD,HOUSEHOLD,stable,2013-12-16,2013-12-30,2,50428.0,51403.84765625
nbeats,dl,FOODS,FOODS,stable,2014-01-13,2014-01-27,2,158115.0,167329.0
nbeats,dl,HOBBIES,HOBBIES,stable,2014-01-13,2014-01-27,2,23078.0,23660.712890625
nbeats,dl,HOUSEHOLD,HOUSEHOLD,stable,2014-01-13,2014-01-27,2,50586.0,49896.06640625
nbeats,dl,FOODS,FOODS,stable,2014-02-10,2014-02-24,2,160250.0,161211.921875
nbeats,dl,HOBBIES,HOBBIES,stable,2014-02-10,2014-02-24,2,22878.0,23413.765625
nbeats,dl,HOUSEHOLD,HOUSEHOLD,stable,2014-02-10,2014-02-24,2,60106.0,56348.48828125
nbeats,dl,FOODS,FOODS,stable,2014-03-10,2014-03-24,2,158687.0,161563.0
nbeats,dl,HOBBIES,HOBBIES,stable,2014-03-10,2014-03-24,2,21920.0,22161.958984375
nbeats,dl,HOUSEHOLD,HOUSEHOLD,stable,2014-03-10,2014-03-24,2,54193.0,57184.2265625
nbeats,dl,FOODS,FOODS,stable,2014-04-07,2014-04-21,2,165589.0,171221.328125
nbeats,dl,HOBBIES,HOBBIES,stable,2014-04-07,2014-04-21,2,22791.0,21176.81640625
nbeats,dl,HOUSEHOLD,HOUSEHOLD,stable,2014-04-07,2014-04-21,2,54397.0,53834.4921875
nbeats,dl,FOODS,FOODS,stable,2014-05-05,2014-05-19,2,157666.0,162635.703125
nbeats,dl,HOBBIES,HOBBIES,stable,2014-05-05,2014-05-19,2,22098.0,22914.087890625
nbeats,dl,HOUSEHOLD,HOUSEHOLD,stable,2014-05-05,2014-05-19,2,49721.0,55290.1171875
nbeats,dl,FOODS,FOODS,stable,2014-06-02,2014-06-16,2,177631.0,166952.5
nbeats,dl,HOBBIES,HOBBIES,stable,2014-06-02,2014-06-16,2,23158.0,24581.236328125
nbeats,dl,HOUSEHOLD,HOUSEHOLD,stable,2014-06-02,2014-06-16,2,56221.0,53810.9765625
nbeats,dl,FOODS,FOODS,stable,2014-06-30,2014-07-14,2,178522.0,184221.421875
nbeats,dl,HOBBIES,HOBBIES,stable,2014-06-30,2014-07-14,2,22647.0,23637.51171875
nbeats,dl,HOUSEHOLD,HOUSEHOLD,stable,2014-06-30,2014-07-14,2,57986.0,56762.31640625
nbeats,dl,FOODS,FOODS,stable,2014-07-28,2014-08-11,2,189325.0,197609.40625
nbeats,dl,HOBBIES,HOBBIES,stable,2014-07-28,2014-08-11,2,21961.0,22854.45703125
nbeats,dl,HOUSEHOLD,HOUSEHOLD,stable,2014-07-28,2014-08-11,2,59949.0,60278.234375
nbeats,dl,FOODS,FOODS,stable,2014-08-25,2014-09-08,2,188250.0,194775.0
nbeats,dl,HOBBIES,HOBBIES,stable,2014-08-25,2014-09-08,2,21386.0,21360.291015625
nbeats,dl,HOUSEHOLD,HOUSEHOLD,stable,2014-08-25,2014-09-08,2,58068.0,60630.6875
nbeats,dl,FOODS,FOODS,stable,2014-09-22,2014-10-06,2,182711.0,194272.265625
nbeats,dl,HOBBIES,HOBBIES,stable,2014-09-22,2014-10-06,2,22890.0,21247.470703125
nbeats,dl,HOUSEHOLD,HOUSEHOLD,stable,2014-09-22,2014-10-06,2,58489.0,58600.66796875
nbeats,dl,FOODS,FOODS,stable,2014-10-20,2014-11-03,2,178606.0,181101.78125
nbeats,dl,HOBBIES,HOBBIES,stable,2014-10-20,2014-11-03,2,23433.0,24281.1015625
nbeats,dl,HOUSEHOLD,HOUSEHOLD,stable,2014-10-20,2014-11-03,2,58980.0,59626.75
nbeats,dl,FOODS,FOODS,stable,2014-11-17,2014-12-01,2,169126.0,171405.125
nbeats,dl,HOBBIES,HOBBIES,stable,2014-11-17,2014-12-01,2,25822.0,24154.7265625
nbeats,dl,HOUSEHOLD,HOUSEHOLD,stable,2014-11-17,2014-12-01,2,57352.0,56654.50390625
nbeats,dl,FOODS,FOODS,stable,2014-12-15,2014-12-29,2,161394.0,161955.953125
nbeats,dl,HOBBIES,HOBBIES,stable,2014-12-15,2014-12-29,2,23134.0,24725.908203125
nbeats,dl,HOUSEHOLD,HOUSEHOLD,stable,2014-12-15,2014-12-29,2,55146.0,51911.6484375
nbeats,dl,FOODS,FOODS,stable,2015-01-12,2015-01-26,2,158785.0,156484.640625
nbeats,dl,HOBBIES,HOBBIES,stable,2015-01-12,2015-01-26,2,24985.0,22076.267578125
nbeats,dl,HOUSEHOLD,HOUSEHOLD,stable,2015-01-12,2015-01-26,2,59443.0,54538.90625
nbeats,dl,FOODS,FOODS,stable,2015-02-09,2015-02-23,2,149304.0,160152.890625
nbeats,dl,HOBBIES,HOBBIES,stable,2015-02-09,2015-02-23,2,26400.0,25833.927734375
nbeats,dl,HOUSEHOLD,HOUSEHOLD,stable,2015-02-09,2015-02-23,2,66954.0,60440.9609375
nbeats,dl,FOODS,FOODS,stable,2015-03-09,2015-03-23,2,151487.0,147647.40625
nbeats,dl,HOBBIES,HOBBIES,stable,2015-03-09,2015-03-23,2,25402.0,24006.09375
nbeats,dl,HOUSEHOLD,HOUSEHOLD,stable,2015-03-09,2015-03-23,2,60836.0,61558.44140625
nbeats,dl,FOODS,FOODS,stable,2015-04-06,2015-04-20,2,156479.0,151697.65625
nbeats,dl,HOBBIES,HOBBIES,stable,2015-04-06,2015-04-20,2,26415.0,26622.876953125
nbeats,dl,HOUSEHOLD,HOUSEHOLD,stable,2015-04-06,2015-04-20,2,62918.0,62669.46484375
nbeats,dl,FOODS,FOODS,stable,2015-05-04,2015-05-18,2,150530.0,156958.671875
nbeats,dl,HOBBIES,HOBBIES,stable,2015-05-04,2015-05-18,2,26868.0,25809.201171875
nbeats,dl,HOUSEHOLD,HOUSEHOLD,stable,2015-05-04,2015-05-18,2,62996.0,59042.14453125
nbeats,dl,FOODS,FOODS,stable,2015-06-01,2015-06-15,2,179213.0,165354.953125
nbeats,dl,HOBBIES,HOBBIES,stable,2015-06-01,2015-06-15,2,26060.0,25651.44921875
nbeats,dl,HOUSEHOLD,HOUSEHOLD,stable,2015-06-01,2015-06-15,2,63405.0,64682.48046875
nbeats,dl,FOODS,FOODS,stable,2015-06-29,2015-07-13,2,189667.0,182419.125
nbeats,dl,HOBBIES,HOBBIES,stable,2015-06-29,2015-07-13,2,27161.0,25350.033203125
nbeats,dl,HOUSEHOLD,HOUSEHOLD,stable,2015-06-29,2015-07-13,2,69925.0,64633.4765625
nbeats,dl,FOODS,FOODS,stable,2015-07-27,2015-08-10,2,190083.0,191877.125
nbeats,dl,HOBBIES,HOBBIES,stable,2015-07-27,2015-08-10,2,26877.0,26961.73828125
nbeats,dl,HOUSEHOLD,HOUSEHOLD,stable,2015-07-27,2015-08-10,2,70957.0,70935.734375
nbeats,dl,FOODS,FOODS,stable,2015-08-24,2015-09-07,2,199434.0,192651.609375
nbeats,dl,HOBBIES,HOBBIES,stable,2015-08-24,2015-09-07,2,26873.0,26859.96875
nbeats,dl,HOUSEHOLD,HOUSEHOLD,stable,2015-08-24,2015-09-07,2,71148.0,70646.9765625
nbeats,dl,FOODS,FOODS,stable,2015-09-21,2015-10-05,2,200451.0,203964.75
nbeats,dl,HOBBIES,HOBBIES,stable,2015-09-21,2015-10-05,2,27168.0,27529.5390625
nbeats,dl,HOUSEHOLD,HOUSEHOLD,stable,2015-09-21,2015-10-05,2,69502.0,69061.6015625
nbeats,dl,FOODS,FOODS,stable,2015-10-19,2015-11-02,2,177296.0,201927.03125
nbeats,dl,HOBBIES,HOBBIES,stable,2015-10-19,2015-11-02,2,29411.0,29668.22265625
nbeats,dl,HOUSEHOLD,HOUSEHOLD,stable,2015-10-19,2015-11-02,2,69897.0,68680.53125
nbeats,dl,FOODS,FOODS,stable,2015-11-16,2015-11-30,2,172158.0,175709.671875
nbeats,dl,HOBBIES,HOBBIES,stable,2015-11-16,2015-11-30,2,30690.0,29326.84765625
nbeats,dl,HOUSEHOLD,HOUSEHOLD,stable,2015-11-16,2015-11-30,2,69374.0,66341.921875
nbeats,dl,FOODS,FOODS,stable,2015-12-14,2015-12-28,2,166308.0,167491.140625
nbeats,dl,HOBBIES,HOBBIES,stable,2015-12-14,2015-12-28,2,26913.0,29384.41015625
nbeats,dl,HOUSEHOLD,HOUSEHOLD,stable,2015-12-14,2015-12-28,2,67550.0,64790.87109375
nbeats,dl,FOODS,FOODS,stable,2016-01-11,2016-01-25,2,171099.0,172301.390625
nbeats,dl,HOBBIES,HOBBIES,stable,2016-01-11,2016-01-25,2,27832.0,25259.59375
nbeats,dl,HOUSEHOLD,HOUSEHOLD,stable,2016-01-11,2016-01-25,2,67293.0,65724.59375
nbeats,dl,FOODS,FOODS,stable,2016-02-08,2016-02-22,2,178807.0,177964.609375
nbeats,dl,HOBBIES,HOBBIES,stable,2016-02-08,2016-02-22,2,26836.0,27185.546875
nbeats,dl,HOUSEHOLD,HOUSEHOLD,stable,2016-02-08,2016-02-22,2,70800.0,67611.2421875
nbeats,dl,FOODS,FOODS,stable,2016-03-07,2016-03-21,2,195565.0,181404.484375
nbeats,dl,HOBBIES,HOBBIES,stable,2016-03-07,2016-03-21,2,25605.0,26768.0859375
nbeats,dl,HOUSEHOLD,HOUSEHOLD,stable,2016-03-07,2016-03-21,2,66288.0,67698.7265625
nbeats,dl,FOODS,FOODS,stable,2013-10-21,2013-11-11,3,173072.0,180690.1875
nbeats,dl,HOBBIES,HOBBIES,stable,2013-10-21,2013-11-11,3,24937.0,25515.2421875
nbeats,dl,HOUSEHOLD,HOUSEHOLD,stable,2013-10-21,2013-11-11,3,52336.0,59431.32421875
nbeats,dl,FOODS,FOODS,stable,2013-11-18,2013-12-09,3,175580.0,181082.46875
nbeats,dl,HOBBIES,HOBBIES,stable,2013-11-18,2013-12-09,3,24209.0,25018.005859375
nbeats,dl,HOUSEHOLD,HOUSEHOLD,stable,2013-11-18,2013-12-09,3,48654.0,57441.56640625
nbeats,dl,FOODS,FOODS,stable,2013-12-16,2014-01-06,3,184549.0,190122.953125
nbeats,dl,HOBBIES,HOBBIES,stable,2013-12-16,2014-01-06,3,23172.0,24144.326171875
nbeats,dl,HOUSEHOLD,HOUSEHOLD,stable,2013-12-16,2014-01-06,3,49235.0,50947.24609375
nbeats,dl,FOODS,FOODS,stable,2014-01-13,2014-02-03,3,180856.0,193913.6875
nbeats,dl,HOBBIES,HOBBIES,stable,2014-01-13,2014-02-03,3,24338.0,23701.17578125
nbeats,dl,HOUSEHOLD,HOUSEHOLD,stable,2014-01-13,2014-02-03,3,56145.0,49421.79296875
nbeats,dl,FOODS,FOODS,stable,2014-02-10,2014-03-03,3,178314.0,180427.984375
nbeats,dl,HOBBIES,HOBBIES,stable,2014-02-10,2014-03-03,3,22906.0,22859.080078125
nbeats,dl,HOUSEHOLD,HOUSEHOLD,stable,2014-02-10,2014-03-03,3,58426.0,59807.8203125
nbeats,dl,FOODS,FOODS,stable,2014-03-10,2014-03-31,3,183665.0,179588.78125
nbeats,dl,HOBBIES,HOBBIES,stable,2014-03-10,2014-03-31,3,22791.0,22527.625
nbeats,dl,HOUSEHOLD,HOUSEHOLD,stable,2014-03-10,2014-03-31,3,59478.0,59641.47265625
nbeats,dl,FOODS,FOODS,stable,2014-04-07,2014-04-28,3,174654.0,180130.6875
nbeats,dl,HOBBIES,HOBBIES,stable,2014-04-07,2014-04-28,3,22294.0,22634.576171875
nbeats,dl,HOUSEHOLD,HOUSEHOLD,stable,2014-04-07,2014-04-28,3,57799.0,57121.890625
nbeats,dl,FOODS,FOODS,stable,2014-05-05,2014-05-26,3,158756.0,153444.96875
nbeats,dl,HOBBIES,HOBBIES,stable,2014-05-05,2014-05-26,3,23059.0,23020.80078125
nbeats,dl,HOUSEHOLD,HOUSEHOLD,stable,2014-05-05,2014-05-26,3,55388.0,53939.375
nbeats,dl,FOODS,FOODS,stable,2014-06-02,2014-06-23,3,159756.0,155921.890625
nbeats,dl,HOBBIES,HOBBIES,stable,2014-06-02,2014-06-23,3,22507.0,23564.0703125
nbeats,dl,HOUSEHOLD,HOUSEHOLD,stable,2014-06-02,2014-06-23,3,53932.0,51843.88671875
nbeats,dl,FOODS,FOODS,stable,2014-06-30,2014-07-21,3,165008.0,167291.96875
nbeats,dl,HOBBIES,HOBBIES,stable,2014-06-30,2014-07-21,3,21146.0,23002.583984375
nbeats,dl,HOUSEHOLD,HOUSEHOLD,stable,2014-06-30,2014-07-21,3,55343.0,57066.51953125
nbeats,dl,FOODS,FOODS,stable,2014-07-28,2014-08-18,3,177806.0,178637.1875
nbeats,dl,HOBBIES,HOBBIES,stable,2014-07-28,2014-08-18,3,21273.0,22963.578125
nbeats,dl,HOUSEHOLD,HOUSEHOLD,stable,2014-07-28,2014-08-18,3,61737.0,62469.34375
nbeats,dl,FOODS,FOODS,stable,2014-08-25,2014-09-15,3,169705.0,171757.546875
nbeats,dl,HOBBIES,HOBBIES,stable,2014-08-25,2014-09-15,3,21273.0,21718.716796875
nbeats,dl,HOUSEHOLD,HOUSEHOLD,stable,2014-08-25,2014-09-15,3,57576.0,60459.0078125
nbeats,dl,FOODS,FOODS,stable,2014-09-22,2014-10-13,3,170274.0,185131.390625
nbeats,dl,HOBBIES,HOBBIES,stable,2014-09-22,2014-10-13,3,24005.0,20981.685546875
nbeats,dl,HOUSEHOLD,HOUSEHOLD,stable,2014-09-22,2014-10-13,3,56499.0,55431.60546875
nbeats,dl,FOODS,FOODS,stable,2014-10-20,2014-11-10,3,173225.0,181472.34375
nbeats,dl,HOBBIES,HOBBIES,stable,2014-10-20,2014-11-10,3,23407.0,23354.5703125
nbeats,dl,HOUSEHOLD,HOUSEHOLD,stable,2014-10-20,2014-11-10,3,52244.0,54974.34765625
nbeats,dl,FOODS,FOODS,stable,2014-11-17,2014-12-08,3,166073.0,174253.328125
nbeats,dl,HOBBIES,HOBBIES,stable,2014-11-17,2014-12-08,3,23267.0,23584.5078125
nbeats,dl,HOUSEHOLD,HOUSEHOLD,stable,2014-11-17,2014-12-08,3,49998.0,53407.16796875
nbeats,dl,FOODS,FOODS,stable,2014-12-15,2015-01-05,3,178043.0,166949.75
nbeats,dl,HOBBIES,HOBBIES,stable,2014-12-15,2015-01-05,3,21698.0,23504.1875
nbeats,dl,HOUSEHOLD,HOUSEHOLD,stable,2014-12-15,2015-01-05,3,49223.0,51914.30078125
nbeats,dl,FOODS,FOODS,stable,2015-01-12,2015-02-02,3,186691.0,174523.9375
nbeats,dl,HOBBIES,HOBBIES,stable,2015-01-12,2015-02-02,3,26349.0,22699.15234375
nbeats,dl,HOUSEHOLD,HOUSEHOLD,stable,2015-01-12,2015-02-02,3,65374.0,57237.39453125
nbeats,dl,FOODS,FOODS,stable,2015-02-09,2015-03-02,3,173559.0,180369.5625
nbeats,dl,HOBBIES,HOBBIES,stable,2015-02-09,2015-03-02,3,26019.0,27185.236328125
nbeats,dl,HOUSEHOLD,HOUSEHOLD,stable,2015-02-09,2015-03-02,3,62345.0,64182.65625
nbeats,dl,FOODS,FOODS,stable,2015-03-09,2015-03-30,3,173450.0,164655.6875
nbeats,dl,HOBBIES,HOBBIES,stable,2015-03-09,2015-03-30,3,26786.0,26212.478515625
nbeats,dl,HOUSEHOLD,HOUSEHOLD,stable,2015-03-09,2015-03-30,3,65659.0,63304.2265625
nbeats,dl,FOODS,FOODS,stable,2015-04-06,2015-04-27,3,170596.0,157433.90625
nbeats,dl,HOBBIES,HOBBIES,stable,2015-04-06,2015-04-27,3,26135.0,26511.822265625
nbeats,dl,HOUSEHOLD,HOUSEHOLD,stable,2015-04-06,2015-04-27,3,62813.0,66151.90625
nbeats,dl,FOODS,FOODS,stable,2015-05-04,2015-05-25,3,152872.0,156381.390625
nbeats,dl,HOBBIES,HOBBIES,stable,2015-05-04,2015-05-25,3,26805.0,24180.755859375
nbeats,dl,HOUSEHOLD,HOUSEHOLD,stable,2015-05-04,2015-05-25,3,66658.0,59973.34765625
nbeats,dl,FOODS,FOODS,stable,2015-06-01,2015-06-22,3,162650.0,154588.25
nbeats,dl,HOBBIES,HOBBIES,stable,2015-06-01,2015-06-22,3,25483.0,24961.267578125
nbeats,dl,HOUSEHOLD,HOUSEHOLD,stable,2015-06-01,2015-06-22,3,64886.0,62637.7421875
nbeats,dl,FOODS,FOODS,stable,2015-06-29,2015-07-20,3,170179.0,164538.125
nbeats,dl,HOBBIES,HOBBIES,stable,2015-06-29,2015-07-20,3,26090.0,25579.2890625
nbeats,dl,HOUSEHOLD,HOUSEHOLD,stable,2015-06-29,2015-07-20,3,68244.0,63321.16796875
nbeats,dl,FOODS,FOODS,stable,2015-07-27,2015-08-17,3,170866.0,171469.90625
