scenario_name,category,week_start,is_history,sales_units,price,promo_planned,target_name,series_id
noisy_stockout,foods,2023-05-01,True,4536,9.78574375,0.03125,sales_units,foods
noisy_stockout,foods,2023-05-08,True,3224,9.719146875,0.09375,sales_units,foods
noisy_stockout,foods,2023-05-15,True,4078,9.76273125,0.125,sales_units,foods
noisy_stockout,foods,2023-05-22,True,4675,9.90023125,0.125,sales_units,foods
noisy_stockout,foods,2023-05-29,True,4099,9.87198125,0.15625,sales_units,foods
noisy_stockout,foods,2023-06-05,True,5435,9.75269375,0.09375,sales_units,foods
noisy_stockout,foods,2023-06-12,True,4999,9.61056875,0.1875,sales_units,foods
noisy_stockout,foods,2023-06-19,True,4711,9.799171875,0.1875,sales_units,foods
noisy_stockout,foods,2023-06-26,True,3948,9.837340625,0.1875,sales_units,foods
noisy_stockout,foods,2023-07-03,True,4557,9.85525625,0.09375,sales_units,foods
noisy_stockout,foods,2023-07-10,True,4913,9.78036875,0.15625,sales_units,foods
noisy_stockout,foods,2023-07-17,True,4785,9.839946875,0.09375,sales_units,foods
noisy_stockout,foods,2023-07-24,True,4073,9.8439625,0.15625,sales_units,foods
noisy_stockout,foods,2023-07-31,True,4095,9.740665625,0.125,sales_units,foods
noisy_stockout,foods,2023-08-07,True,5652,9.830025,0.21875,sales_units,foods
noisy_stockout,foods,2023-08-14,True,4125,9.79865,0.21875,sales_units,foods
noisy_stockout,foods,2023-08-21,True,4938,9.902203125,0.1875,sales_units,foods
noisy_stockout,foods,2023-08-28,True,4036,9.893218749999999,0.125,sales_units,foods
noisy_stockout,foods,2023-09-04,True,5052,9.89349375,0.15625,sales_units,foods
noisy_stockout,foods,2023-09-11,True,4873,9.950734375,0.09375,sales_units,foods
noisy_stockout,foods,2023-09-18,True,4584,9.8820875,0.03125,sales_units,foods
noisy_stockout,foods,2023-09-25,True,6221,9.89509375,0.15625,sales_units,foods
noisy_stockout,foods,2023-10-02,True,4365,9.860221875,0.0625,sales_units,foods
noisy_stockout,foods,2023-10-09,True,3699,9.758846875,0.1875,sales_units,foods
noisy_stockout,foods,2023-10-16,True,4863,9.936134375,0.03125,sales_units,foods
noisy_stockout,foods,2023-10-23,True,4005,9.7583125,0.21875,sales_units,foods
noisy_stockout,foods,2023-10-30,True,4154,9.850603125,0.1875,sales_units,foods
noisy_stockout,foods,2023-11-06,True,4006,9.802925,0.125,sales_units,foods
noisy_stockout,foods,2023-11-13,True,5831,9.7336125,0.09375,sales_units,foods
noisy_stockout,foods,2023-11-20,True,4696,9.8743125,0.25,sales_units,foods
noisy_stockout,foods,2023-11-27,True,5734,9.881765625,0.21875,sales_units,foods
noisy_stockout,foods,2023-12-04,True,4231,9.838725,0.1875,sales_units,foods
noisy_stockout,foods,2023-12-11,True,5498,9.835915625,0.15625,sales_units,foods
noisy_stockout,foods,2023-12-18,True,4347,9.824559375,0.125,sales_units,foods
noisy_stockout,foods,2023-12-25,True,5271,9.829928125,0.125,sales_units,foods
noisy_stockout,foods,2024-01-01,True,5418,9.72776875,0.15625,sales_units,foods
noisy_stockout,foods,2024-01-08,True,3977,9.807375,0.1875,sales_units,foods
noisy_stockout,foods,2024-01-15,True,5395,9.828440625,0.1875,sales_units,foods
noisy_stockout,foods,2024-01-22,True,4923,9.889921875,0.1875,sales_units,foods
noisy_stockout,foods,2024-01-29,True,3806,9.84974375,0.15625,sales_units,foods
noisy_stockout,foods,2024-02-05,True,4858,9.84375,0.125,sales_units,foods
noisy_stockout,foods,2024-02-12,True,4864,9.734028125,0.21875,sales_units,foods
noisy_stockout,foods,2024-02-19,True,4594,9.8629625,0.0625,sales_units,foods
noisy_stockout,foods,2024-02-26,True,4798,9.83273125,0.125,sales_units,foods
noisy_stockout,foods,2024-03-04,True,4975,9.929103125,0.1875,sales_units,foods
noisy_stockout,foods,2024-03-11,True,4571,9.821846875,0.1875,sales_units,foods
noisy_stockout,foods,2024-03-18,True,4343,9.85348125,0.3125,sales_units,foods
noisy_stockout,foods,2024-03-25,True,5048,9.762121875,0.1875,sales_units,foods
noisy_stockout,foods,2024-04-01,True,4895,9.881128125,0.25,sales_units,foods
noisy_stockout,foods,2024-04-08,True,3837,9.90795,0.0625,sales_units,foods
noisy_stockout,foods,2024-04-15,True,4453,9.801753125,0.0625,sales_units,foods
noisy_stockout,foods,2024-04-22,True,4890,9.8750875,0.15625,sales_units,foods
noisy_stockout,foods,2024-04-29,True,4916,9.7892,0.15625,sales_units,foods
noisy_stockout,foods,2024-05-06,True,3732,9.878903125,0.125,sales_units,foods
noisy_stockout,foods,2024-05-13,True,4404,9.903696875,0.03125,sales_units,foods
noisy_stockout,foods,2024-05-20,True,4693,9.777534375,0.21875,sales_units,foods
noisy_stockout,foods,2024-05-27,True,3544,9.757315625,0.09375,sales_units,foods
noisy_stockout,foods,2024-06-03,True,5504,9.85596875,0.0625,sales_units,foods
noisy_stockout,foods,2024-06-10,True,5694,9.82570625,0.125,sales_units,foods
noisy_stockout,foods,2024-06-17,True,4109,9.93338125,0.125,sales_units,foods
noisy_stockout,foods,2024-06-24,True,3796,9.897553125,0.125,sales_units,foods
noisy_stockout,foods,2024-07-01,True,5313,9.873115625,0.125,sales_units,foods
noisy_stockout,foods,2024-07-08,True,4556,9.86860625,0.09375,sales_units,foods
noisy_stockout,foods,2024-07-15,True,4986,9.834665625,0.25,sales_units,foods
noisy_stockout,foods,2024-07-22,True,4430,9.791337500000001,0.1875,sales_units,foods
noisy_stockout,foods,2024-07-29,True,4634,9.83021875,0.15625,sales_units,foods
noisy_stockout,foods,2024-08-05,True,4576,9.735,0.0625,sales_units,foods
noisy_stockout,foods,2024-08-12,True,3948,9.950734375,0.15625,sales_units,foods
noisy_stockout,foods,2024-08-19,True,4164,9.874609375,0.125,sales_units,foods
noisy_stockout,foods,2024-08-26,True,4747,9.67735625,0.15625,sales_units,foods
noisy_stockout,foods,2024-09-02,True,4557,9.8520375,0.09375,sales_units,foods
noisy_stockout,foods,2024-09-09,True,5497,9.76438125,0.125,sales_units,foods
noisy_stockout,foods,2024-09-16,True,3488,9.85678125,0.0625,sales_units,foods
noisy_stockout,foods,2024-09-23,True,5991,9.7050875,0.125,sales_units,foods
noisy_stockout,foods,2024-09-30,True,6375,9.923490625,0.125,sales_units,foods
noisy_stockout,foods,2024-10-07,True,4346,9.889128125,0.09375,sales_units,foods
noisy_stockout,foods,2024-10-14,True,6133,9.87150625,0.09375,sales_units,foods
noisy_stockout,foods,2024-10-21,True,5363,9.785053125,0.125,sales_units,foods
noisy_stockout,foods,2024-10-28,True,4289,9.8439625,0.1875,sales_units,foods
noisy_stockout,foods,2024-11-04,True,5622,9.845590625,0.09375,sales_units,foods
noisy_stockout,foods,2024-11-11,True,4901,9.8901,0.15625,sales_units,foods
noisy_stockout,foods,2024-11-18,True,5475,9.783415625,0.125,sales_units,foods
noisy_stockout,foods,2024-11-25,True,4518,9.8716125,0.0625,sales_units,foods
noisy_stockout,foods,2024-12-02,True,5143,9.89538125,0.21875,sales_units,foods
noisy_stockout,foods,2024-12-09,True,4771,9.852428125,0.15625,sales_units,foods
noisy_stockout,foods,2024-12-16,True,5344,9.872775,0.09375,sales_units,foods
noisy_stockout,foods,2024-12-23,True,4748,9.73829375,0.09375,sales_units,foods
noisy_stockout,foods,2024-12-30,True,4538,9.878121875,0.0625,sales_units,foods
noisy_stockout,foods,2025-01-06,True,4870,9.770503125,0.25,sales_units,foods
noisy_stockout,foods,2025-01-13,True,5664,9.811075,0.25,sales_units,foods
noisy_stockout,foods,2025-01-20,True,4063,9.87674375,0.0625,sales_units,foods
noisy_stockout,foods,2025-01-27,True,5173,9.812609375,0.1875,sales_units,foods
noisy_stockout,foods,2025-02-03,True,4292,9.75223125,0.15625,sales_units,foods
noisy_stockout,foods,2025-02-10,True,5649,9.815109375,0.125,sales_units,foods
noisy_stockout,foods,2025-02-17,True,4882,9.89804375,0.125,sales_units,foods
noisy_stockout,foods,2025-02-24,True,4966,9.798828125,0.15625,sales_units,foods
noisy_stockout,foods,2025-03-03,True,4531,9.81780625,0.1875,sales_units,foods
noisy_stockout,foods,2025-03-10,True,4163,9.7971625,0.15625,sales_units,foods
noisy_stockout,foods,2025-03-17,True,3948,9.839025,0.09375,sales_units,foods
noisy_stockout,foods,2025-03-24,True,4344,9.855453125,0.3125,sales_units,foods
noisy_stockout,foods,2025-03-31,True,5505,9.82998125,0.28125,sales_units,foods
noisy_stockout,foods,2025-04-07,True,4052,9.8676875,0.03125,sales_units,foods
noisy_stockout,foods,2025-04-14,True,4768,9.75055625,0.125,sales_units,foods
noisy_stockout,foods,2025-04-21,True,4251,9.834234375,0.0625,sales_units,foods
noisy_stockout,foods,2025-04-28,True,4981,9.652709375,0.03125,sales_units,foods
noisy_stockout,foods,2025-05-05,True,4009,9.861271875,0.125,sales_units,foods
noisy_stockout,foods,2025-05-12,True,5031,9.77953125,0.1875,sales_units,foods
noisy_stockout,foods,2025-05-19,True,4939,9.807975,0.09375,sales_units,foods
noisy_stockout,foods,2025-05-26,True,4407,9.86729375,0.03125,sales_units,foods
noisy_stockout,foods,2025-06-02,True,5937,9.775234375,0.15625,sales_units,foods
noisy_stockout,foods,2025-06-09,True,5655,9.76845,0.1875,sales_units,foods
noisy_stockout,foods,2025-06-16,True,4183,9.9373875,0.0625,sales_units,foods
noisy_stockout,foods,2025-06-23,True,6304,9.759128125,0.15625,sales_units,foods
noisy_stockout,foods,2025-06-30,True,4452,9.75523125,0.15625,sales_units,foods
noisy_stockout,foods,2025-07-07,True,5171,9.69245625,0.09375,sales_units,foods
noisy_stockout,foods,2025-07-14,True,4895,9.801809375,0.1875,sales_units,foods
noisy_stockout,foods,2025-07-21,True,5103,9.73565,0.125,sales_units,foods
noisy_stockout,foods,2025-07-28,True,4751,9.76150625,0.125,sales_units,foods
noisy_stockout,foods,2025-08-04,True,3632,9.80820625,0.03125,sales_units,foods
noisy_stockout,foods,2025-08-11,True,5689,9.8079875,0.1875,sales_units,foods
noisy_stockout,foods,2025-08-18,True,5385,9.8710375,0.125,sales_units,foods
noisy_stockout,foods,2025-08-25,True,6063,9.691884374999999,0.1875,sales_units,foods
noisy_stockout,foods,2025-09-01,True,5543,9.73013125,0.09375,sales_units,foods
noisy_stockout,foods,2025-09-08,True,5389,9.79581875,0.0625,sales_units,foods
noisy_stockout,foods,2025-09-15,True,5215,9.783653125,0.15625,sales_units,foods
noisy_stockout,foods,2025-09-22,True,3893,9.8371,0.09375,sales_units,foods
noisy_stockout,foods,2025-09-29,True,5419,9.826278125,0.09375,sales_units,foods
noisy_stockout,foods,2025-10-06,True,4243,9.803146875,0.03125,sales_units,foods
noisy_stockout,foods,2025-10-13,True,3981,9.924896875,0.03125,sales_units,foods
noisy_stockout,foods,2025-10-20,True,4355,9.895678125,0.21875,sales_units,foods
noisy_stockout,foods,2025-10-27,True,4250,9.7758,0.125,sales_units,foods
noisy_stockout,foods,2025-11-03,True,6044,9.819246875,0.21875,sales_units,foods
noisy_stockout,foods,2025-11-10,True,5276,9.8700875,0.15625,sales_units,foods
noisy_stockout,foods,2025-11-17,True,5653,9.898409375,0.1875,sales_units,foods
noisy_stockout,foods,2025-11-24,True,4720,9.725065625,0.25,sales_units,foods
noisy_stockout,foods,2025-12-01,True,4690,9.780121875,0.1875,sales_units,foods
noisy_stockout,foods,2025-12-08,True,5020,9.71690625,0.125,sales_units,foods
noisy_stockout,foods,2025-12-15,True,5066,9.782496875,0.09375,sales_units,foods
noisy_stockout,foods,2025-12-22,True,5717,9.858265625,0.0625,sales_units,foods
noisy_stockout,foods,2025-12-29,False,5500,9.734125,0.03125,sales_units,foods
noisy_stockout,foods,2026-01-05,False,5478,9.841540625,0.125,sales_units,foods
noisy_stockout,foods,2026-01-12,False,4443,9.8309375,0.15625,sales_units,foods
noisy_stockout,foods,2026-01-19,False,5291,9.893725,0.15625,sales_units,foods
noisy_stockout,foods,2026-01-26,False,4675,9.865696875,0.125,sales_units,foods
noisy_stockout,foods,2026-02-02,False,6077,9.921321875,0.21875,sales_units,foods
noisy_stockout,foods,2026-02-09,False,5801,9.76241875,0.09375,sales_units,foods
noisy_stockout,foods,2026-02-16,False,4929,9.75961875,0.09375,sales_units,foods
noisy_stockout,hobbies,2022-01-03,True,4568,9.250859375,0.125,sales_units,hobbies
noisy_stockout,hobbies,2022-01-10,True,4537,9.298196875,0.09375,sales_units,hobbies
noisy_stockout,hobbies,2022-01-17,True,4374,9.364659375,0.125,sales_units,hobbies
noisy_stockout,hobbies,2022-01-24,True,5276,9.27235625,0.21875,sales_units,hobbies
noisy_stockout,hobbies,2022-01-31,True,4075,9.2882375,0.1875,sales_units,hobbies
noisy_stockout,hobbies,2022-02-07,True,4396,9.383915625,0.21875,sales_units,hobbies
noisy_stockout,hobbies,2022-02-14,True,5021,9.21805625,0.09375,sales_units,hobbies
noisy_stockout,hobbies,2022-02-21,True,5855,9.29748125,0.1875,sales_units,hobbies
noisy_stockout,hobbies,2022-02-28,True,4005,9.296334375,0.125,sales_units,hobbies
noisy_stockout,hobbies,2022-03-07,True,5162,9.290378125,0.1875,sales_units,hobbies
noisy_stockout,hobbies,2022-03-14,True,4995,9.26464375,0.1875,sales_units,hobbies
noisy_stockout,hobbies,2022-03-21,True,4734,9.23665625,0.15625,sales_units,hobbies
noisy_stockout,hobbies,2022-03-28,True,3090,9.396159375,0.15625,sales_units,hobbies
noisy_stockout,hobbies,2022-04-04,True,3744,9.2673875,0.0625,sales_units,hobbies
noisy_stockout,hobbies,2022-04-11,True,4779,9.282675,0.09375,sales_units,hobbies
noisy_stockout,hobbies,2022-04-18,True,4266,9.39980625,0.09375,sales_units,hobbies
noisy_stockout,hobbies,2022-04-25,True,5109,9.334978125,0.125,sales_units,hobbies
noisy_stockout,hobbies,2022-05-02,True,5278,9.335653125,0.09375,sales_units,hobbies
noisy_stockout,hobbies,2022-05-09,True,4280,9.35614375,0.09375,sales_units,hobbies
noisy_stockout,hobbies,2022-05-16,True,5206,9.184853125,0.25,sales_units,hobbies
noisy_stockout,hobbies,2022-05-23,True,4912,9.30116875,0.15625,sales_units,hobbies
noisy_stockout,hobbies,2022-05-30,True,5336,9.283884375,0.125,sales_units,hobbies
noisy_stockout,hobbies,2022-06-06,True,5331,9.303065625,0.09375,sales_units,hobbies
noisy_stockout,hobbies,2022-06-13,True,4971,9.34845625,0.09375,sales_units,hobbies
noisy_stockout,hobbies,2022-06-20,True,5174,9.29628125,0.1875,sales_units,hobbies
noisy_stockout,hobbies,2022-06-27,True,5217,9.282921875,0.125,sales_units,hobbies
noisy_stockout,hobbies,2022-07-04,True,5992,9.316103125,0.15625,sales_units,hobbies
noisy_stockout,hobbies,2022-07-11,True,4090,9.33004375,0.15625,sales_units,hobbies
noisy_stockout,hobbies,2022-07-18,True,4486,9.29383125,0.25,sales_units,hobbies
noisy_stockout,hobbies,2022-07-25,True,5904,9.3309125,0.15625,sales_units,hobbies
noisy_stockout,hobbies,2022-08-01,True,5247,9.327303125,0.15625,sales_units,hobbies
noisy_stockout,hobbies,2022-08-08,True,4194,9.376265625,0.15625,sales_units,hobbies
noisy_stockout,hobbies,2022-08-15,True,6262,9.353925,0.25,sales_units,hobbies
noisy_stockout,hobbies,2022-08-22,True,4081,9.357440625,0.25,sales_units,hobbies
noisy_stockout,hobbies,2022-08-29,True,7353,9.268803125,0.125,sales_units,hobbies
noisy_stockout,hobbies,2022-09-05,True,4238,9.221121875,0.03125,sales_units,hobbies
noisy_stockout,hobbies,2022-09-12,True,5628,9.344703125,0.15625,sales_units,hobbies
noisy_stockout,hobbies,2022-09-19,True,4438,9.37788125,0.25,sales_units,hobbies
noisy_stockout,hobbies,2022-09-26,True,5557,9.25154375,0.03125,sales_units,hobbies
noisy_stockout,hobbies,2022-10-03,True,4031,9.2423875,0.125,sales_units,hobbies
noisy_stockout,hobbies,2022-10-10,True,4392,9.294309375,0.15625,sales_units,hobbies
noisy_stockout,hobbies,2022-10-17,True,4742,9.379471875,0.1875,sales_units,hobbies
noisy_stockout,hobbies,2022-10-24,True,4128,9.225090625,0.28125,sales_units,hobbies
noisy_stockout,hobbies,2022-10-31,True,5076,9.255871875,0.1875,sales_units,hobbies
noisy_stockout,hobbies,2022-11-07,True,4458,9.359375,0.15625,sales_units,hobbies
noisy_stockout,hobbies,2022-11-14,True,5000,9.302471875,0.09375,sales_units,hobbies
noisy_stockout,hobbies,2022-11-21,True,5406,9.33719375,0.03125,sales_units,hobbies
noisy_stockout,hobbies,2022-11-28,True,4103,9.261125,0.15625,sales_units,hobbies
noisy_stockout,hobbies,2022-12-05,True,3625,9.257053125,0.21875,sales_units,hobbies
noisy_stockout,hobbies,2022-12-12,True,4218,9.21904375,0.0625,sales_units,hobbies
noisy_stockout,hobbies,2022-12-19,True,4944,9.184825,0.09375,sales_units,hobbies
noisy_stockout,hobbies,2022-12-26,True,4658,9.23370625,0.125,sales_units,hobbies
noisy_stockout,hobbies,2023-01-02,True,5132,9.407365625,0.1875,sales_units,hobbies
noisy_stockout,hobbies,2023-01-09,True,5329,9.355259375,0.15625,sales_units,hobbies
noisy_stockout,hobbies,2023-01-16,True,4622,9.291628125,0.15625,sales_units,hobbies
noisy_stockout,hobbies,2023-01-23,True,3909,9.272315625,0.125,sales_units,hobbies
noisy_stockout,hobbies,2023-01-30,True,4466,9.308075,0.1875,sales_units,hobbies
noisy_stockout,hobbies,2023-02-06,True,4389,9.28270625,0.15625,sales_units,hobbies
noisy_stockout,hobbies,2023-02-13,True,5796,9.222403125,0.125,sales_units,hobbies
noisy_stockout,hobbies,2023-02-20,True,5906,9.3201625,0.28125,sales_units,hobbies
noisy_stockout,hobbies,2023-02-27,True,5220,9.36780625,0.25,sales_units,hobbies
noisy_stockout,hobbies,2023-03-06,True,4910,9.301684375,0.21875,sales_units,hobbies
noisy_stockout,hobbies,2023-03-13,True,4839,9.340878125,0.3125,sales_units,hobbies
noisy_stockout,hobbies,2023-03-20,True,3587,9.26349375,0.15625,sales_units,hobbies
noisy_stockout,hobbies,2023-03-27,True,5062,9.3967625,0.15625,sales_units,hobbies
noisy_stockout,hobbies,2023-04-03,True,4786,9.30259375,0.1875,sales_units,hobbies
noisy_stockout,hobbies,2023-04-10,True,5866,9.40405625,0.15625,sales_units,hobbies
noisy_stockout,hobbies,2023-04-17,True,5618,9.3044375,0.21875,sales_units,hobbies
noisy_stockout,hobbies,2023-04-24,True,5548,9.38601875,0.15625,sales_units,hobbies
noisy_stockout,hobbies,2023-05-01,True,5262,9.373390625,0.125,sales_units,hobbies
noisy_stockout,hobbies,2023-05-08,True,4669,9.39076875,0.09375,sales_units,hobbies
noisy_stockout,hobbies,2023-05-15,True,4602,9.385509375,0.09375,sales_units,hobbies
noisy_stockout,hobbies,2023-05-22,True,4997,9.3841125,0.15625,sales_units,hobbies
noisy_stockout,hobbies,2023-05-29,True,5292,9.1947875,0.15625,sales_units,hobbies
noisy_stockout,hobbies,2023-06-05,True,5354,9.402375,0.09375,sales_units,hobbies
noisy_stockout,hobbies,2023-06-12,True,4901,9.30378125,0.09375,sales_units,hobbies
noisy_stockout,hobbies,2023-06-19,True,4438,9.3398125,0.125,sales_units,hobbies
noisy_stockout,hobbies,2023-06-26,True,4995,9.204675,0.03125,sales_units,hobbies
noisy_stockout,hobbies,2023-07-03,True,6011,9.34885,0.03125,sales_units,hobbies
noisy_stockout,hobbies,2023-07-10,True,6018,9.377615625,0.09375,sales_units,hobbies
noisy_stockout,hobbies,2023-07-17,True,6379,9.336040625,0.1875,sales_units,hobbies
noisy_stockout,hobbies,2023-07-24,True,5023,9.388178125,0.125,sales_units,hobbies
noisy_stockout,hobbies,2023-07-31,True,9107,9.3555875,0.1875,sales_units,hobbies
noisy_stockout,hobbies,2023-08-07,True,5074,9.2106125,0.1875,sales_units,hobbies
noisy_stockout,hobbies,2023-08-14,True,5918,9.18898125,0.15625,sales_units,hobbies
noisy_stockout,hobbies,2023-08-21,True,5146,9.405759375,0.15625,sales_units,hobbies
noisy_stockout,hobbies,2023-08-28,True,6537,9.3816375,0.21875,sales_units,hobbies
noisy_stockout,hobbies,2023-09-04,True,4478,9.208153125,0.125,sales_units,hobbies
noisy_stockout,hobbies,2023-09-11,True,7437,9.307153125,0.1875,sales_units,hobbies
noisy_stockout,hobbies,2023-09-18,True,4266,9.302321875,0.0625,sales_units,hobbies
noisy_stockout,hobbies,2023-09-25,True,4387,9.341140625,0.0625,sales_units,hobbies
noisy_stockout,hobbies,2023-10-02,True,6015,9.346309375,0.21875,sales_units,hobbies
noisy_stockout,hobbies,2023-10-09,True,4861,9.277428125,0.15625,sales_units,hobbies
noisy_stockout,hobbies,2023-10-16,True,5417,9.219875,0.125,sales_units,hobbies
noisy_stockout,hobbies,2023-10-23,True,6858,9.2617625,0.28125,sales_units,hobbies
noisy_stockout,hobbies,2023-10-30,True,4115,9.333275,0.125,sales_units,hobbies
noisy_stockout,hobbies,2023-11-06,True,4354,9.34346875,0.03125,sales_units,hobbies
noisy_stockout,hobbies,2023-11-13,True,4391,9.1517375,0.125,sales_units,hobbies
noisy_stockout,hobbies,2023-11-20,True,4873,9.21015,0.03125,sales_units,hobbies
noisy_stockout,hobbies,2023-11-27,True,4792,9.32279375,0.125,sales_units,hobbies
noisy_stockout,hobbies,2023-12-04,True,5805,9.379184375,0.15625,sales_units,hobbies
noisy_stockout,hobbies,2023-12-11,True,5396,9.110409375,0.21875,sales_units,hobbies
noisy_stockout,hobbies,2023-12-18,True,4871,9.33546875,0.125,sales_units,hobbies
noisy_stockout,hobbies,2023-12-25,True,5621,9.267075,0.1875,sales_units,hobbies
noisy_stockout,hobbies,2024-01-01,True,4440,9.31121875,0.09375,sales_units,hobbies
noisy_stockout,hobbies,2024-01-08,True,5155,9.343778125,0.1875,sales_units,hobbies
noisy_stockout,hobbies,2024-01-15,True,5153,9.347203125,0.1875,sales_units,hobbies
